 

 PRINT ALONG PATH DEFINED BY LPATH COMMAND.  DSYS=  0
 
 ***** PATH VARIABLE SUMMARY *****                                             
 
      S            EFSUM   
   0.0000       15.324     
  0.17453       15.214     
  0.34906       15.115     
  0.52359       15.026     
  0.69812       14.949     
  0.87265       14.884     
   1.0472       14.829     
   1.2217       14.785     
   1.3962       14.753     
   1.5708       14.732     
   1.7453       14.724     
   1.9198       14.737     
   2.0944       14.766     
   2.2689       14.812     
   2.4434       14.875     
   2.6180       14.954     
   2.7925       15.051     
   2.9670       15.119     
   3.1416       15.079     
   3.3161       15.049     
   3.4906       15.030     
   3.6651       15.022     
   3.8397       15.024     
   4.0142       14.975     
   4.1887       14.889     
   4.3633       14.817     
   4.5378       14.760     
   4.7123       14.717     
   4.8869       14.690     
   5.0614       14.678     
   5.2359       14.681     
   5.4105       14.699     
   5.5850       14.690     
   5.7595       14.600     
   5.9340       14.519     
   6.1086       14.461     
   6.2831       14.488     
   6.4576       14.531     
   6.6322       14.588     
   6.8067       14.661     
   6.9812       14.749     
   7.1558       14.841     
 
 ***** PATH VARIABLE SUMMARY *****                                             
 
      S            EFSUM   
   7.3303       14.874     
   7.5048       14.905     
   7.6794       14.887     
   7.8539       14.882     
   8.0284       14.891     
   8.2029       14.914     
   8.3775       14.949     
   8.5520       14.998     
   8.7265       15.018     
   8.9011       15.037     
   9.0756       15.075     
   9.2501       15.134     
   9.4247       15.109     
   9.5992       15.045     
   9.7737       14.994     
   9.9483       14.956     
   10.123       14.932     
   10.297       14.922     
   10.472       14.924     
   10.646       14.940     
   10.821       14.969     
   10.995       14.992     
   11.170       15.014     
   11.344       15.056     
   11.519       15.117     
   11.694       15.137     
   11.868       15.087     
   12.043       15.050     
   12.217       15.025     
   12.392       15.013     
   12.566       15.013     
   12.741       15.026     
   12.915       15.026     
   13.090       15.031     
   13.264       15.052     
   13.439       15.092     
   13.613       15.149     
   13.788       15.224     
   13.962       15.280     
   14.137       15.237     
   14.312       15.206     
   14.486       15.187     
 
 ***** PATH VARIABLE SUMMARY *****                                             
 
      S            EFSUM   
   14.661       15.179     
   14.835       15.166     
   15.010       15.159     
   15.184       15.169     
   15.359       15.196     
   15.533       15.241     
   15.708       15.303     
   15.882       15.366     
   16.057       15.315     
   16.231       15.274     
   16.406       15.244     
   16.580       15.241     
   16.755       15.270     
   16.929       15.316     
   17.104       15.380     
   17.279       15.462     
   17.453       15.561     
   17.628       15.678     
   17.802       15.606     
   17.977       15.489     
   18.151       15.386     
   18.326       15.298     
   18.500       15.224     
   18.675       15.166     
   18.849       15.121     
   19.024       15.236     
   19.198       15.402     
   19.373       15.566     
   19.547       15.436     
   19.722       15.330     
   19.897       15.247     
   20.071       15.187     
   20.246       15.150     
   20.420       15.185     
   20.595       15.245     
   20.769       15.320     
   20.944       15.410     
   21.118       15.329     
   21.293       15.203     
   21.467       15.115     
   21.642       15.153     
   21.816       15.216     
 
 ***** PATH VARIABLE SUMMARY *****                                             
 
      S            EFSUM   
   21.991       15.303     
   22.165       15.415     
   22.340       15.550     
   22.514       15.544     
   22.689       15.399     
   22.864       15.281     
   23.038       15.189     
   23.213       15.124     
   23.387       15.086     
   23.562       15.075     
   23.736       15.176     
   23.911       15.082     
   24.085       15.009     
   24.260       15.014     
   24.434       15.050     
   24.609       15.115     
   24.783       15.211     
   24.958       15.322     
   25.132       15.212     
   25.307       15.134     
   25.481       15.149     
   25.656       15.232     
   25.831       15.368     
   26.005       15.503     
   26.180       15.480     
   26.354       15.506     
   26.529       15.580     
   26.703       15.789     
   26.878       15.964     
   27.052       16.119     
   27.227       16.348     
   27.401       16.680     
   27.576       17.005     
   27.750       17.465     
   27.925       18.019     
   28.099       18.642     
   28.274       19.279     
   28.449       20.090     
   28.623       21.131     
   28.798       22.270     
   28.972       23.517     
   29.147       25.194     
 
 ***** PATH VARIABLE SUMMARY *****                                             
 
      S            EFSUM   
   29.321       27.016     
   29.496       29.406     
   29.670       32.055     
   29.845       35.581     
   30.019       39.628     
   30.194       45.509     
   30.368       52.419     
   30.543     
   30.717     
   30.892       1692.6     
   31.066       2131.2     
   31.241       2855.1     
   31.416     
