 

 PRINT ALONG PATH DEFINED BY LPATH COMMAND.  DSYS=  0
 
 ***** PATH VARIABLE SUMMARY *****                                             
 
      S            EFSUM   
   0.0000       123.80     
  0.87265E-001  122.91     
  0.17453       122.11     
  0.26180       121.40     
  0.34906       120.77     
  0.43633       120.36     
  0.52359       120.18     
  0.61086       120.13     
  0.69812       120.21     
  0.78539       120.41     
  0.87265       120.74     
  0.95992       121.19     
   1.0472       121.78     
   1.1344       122.49     
   1.2217       123.32     
   1.3090       124.29     
   1.3962       125.05     
   1.4835       124.20     
   1.5708       123.46     
   1.6580       122.83     
   1.7453       122.29     
   1.8326       121.86     
   1.9198       121.54     
   2.0071       121.31     
   2.0944       121.19     
   2.1816       121.17     
   2.2689       121.65     
   2.3562       122.54     
   2.4434       123.59     
   2.5307       124.79     
   2.6180       124.65     
   2.7052       123.81     
   2.7925       123.09     
   2.8798       122.49     
   2.9670       122.00     
   3.0543       121.64     
   3.1416       121.40     
   3.2288       121.28     
   3.3161       121.28     
   3.4033       121.39     
   3.4906       121.62     
   3.5779       121.97     
 
 ***** PATH VARIABLE SUMMARY *****                                             
 
      S            EFSUM   
   3.6651       122.61     
   3.7524       122.02     
   3.8397       121.85     
   3.9269       121.78     
   4.0142       121.82     
   4.1015       121.96     
   4.1887       122.21     
   4.2760       122.56     
   4.3633       123.02     
   4.4505       123.59     
   4.5378       124.27     
   4.6251       125.05     
   4.7123       125.94     
   4.7996       125.95     
   4.8869       125.09     
   4.9741       124.32     
   5.0614       123.67     
   5.1487       123.11     
   5.2359       122.66     
   5.3232       122.31     
   5.4105       122.07     
   5.4977       121.93     
   5.5850       121.90     
   5.6722       122.04     
   5.7595       123.18     
   5.8468       122.87     
   5.9340       122.69     
   6.0213       122.64     
   6.1086       122.71     
   6.1958       122.90     
   6.2831       123.20     
   6.3704       123.63     
   6.4576       124.17     
   6.5449       124.83     
   6.6322       125.50     
   6.7194       125.31     
   6.8067       125.26     
   6.8940       125.37     
   6.9812       125.49     
   7.0685       125.38     
   7.1558       125.36     
   7.2430       125.45     
 
 ***** PATH VARIABLE SUMMARY *****                                             
 
      S            EFSUM   
   7.3303       125.64     
   7.4176       125.92     
   7.5048       125.93     
   7.5921       125.90     
   7.6794       125.99     
   7.7666       126.20     
   7.8539       126.55     
   7.9411       126.79     
   8.0284       126.67     
   8.1157       126.65     
   8.2029       126.71     
   8.2902       126.82     
   8.3775       127.05     
   8.4647       127.40     
   8.5520       127.87     
   8.6393       128.46     
   8.7265       128.57     
   8.8138       128.28     
   8.9011       128.08     
   8.9883       128.15     
   9.0756       128.85     
   9.1629       129.67     
   9.2501       130.63     
   9.3374       131.40     
   9.4247       131.02     
   9.5119       130.76     
   9.5992       130.62     
   9.6865       130.59     
   9.7737       130.68     
   9.8610       131.26     
   9.9483       131.63     
   10.036       132.47     
   10.123       133.44     
   10.210       134.51     
   10.297       135.70     
   10.385       136.70     
   10.472       136.68     
   10.559       136.77     
   10.646       136.98     
   10.734       137.31     
   10.821       138.39     
   10.908       139.50     
 
 ***** PATH VARIABLE SUMMARY *****                                             
 
      S            EFSUM   
   10.995       140.70     
   11.083       142.02     
   11.170       143.47     
   11.257       145.04     
   11.344       146.57     
   11.432       147.44     
   11.519       148.45     
   11.606       149.61     
   11.694       150.91     
   11.781       152.37     
   11.868       153.64     
   11.955       155.82     
   12.043       158.24     
   12.130       160.80     
   12.217       163.51     
   12.304       166.38     
   12.392       168.96     
   12.479       171.56     
   12.566       175.00     
   12.653       178.82     
   12.741       182.79     
   12.828       186.80     
   12.915       192.05     
   13.003       197.49     
   13.090       203.09     
   13.177       209.63     
   13.264       217.74     
   13.352       226.00     
   13.439       234.45     
   13.526       244.11     
   13.613       256.58     
   13.701       269.25     
   13.788       283.85     
   13.875       302.24     
   13.962       321.93     
   14.050       345.72     
   14.137       372.99     
   14.224       408.70     
   14.312       446.86     
   14.399       494.86     
   14.486       552.29     
   14.573       617.46     
 
 ***** PATH VARIABLE SUMMARY *****                                             
 
      S            EFSUM   
   14.661       701.06     
   14.748       795.43     
   14.835       910.68     
   14.922       1043.8     
   15.010       1204.0     
   15.097       1412.9     
   15.184       1674.0     
   15.271       2033.6     
   15.359       2583.7     
   15.446       2613.5     
   15.533       1685.9     
   15.620       3242.1     
   15.708     
