 

 PRINT ALONG PATH DEFINED BY LPATH COMMAND.  DSYS=  0
 
 ***** PATH VARIABLE SUMMARY *****                                             
 
      S            EFSUM   
   0.0000      0.59666E-001
   2.5307      0.59613E-001
   5.0614      0.59633E-001
   7.5921      0.59713E-001
   10.123      0.59737E-001
   12.653      0.59682E-001
   15.184      0.59705E-001
   17.715      0.59740E-001
   20.246      0.59688E-001
   22.776      0.59644E-001
   25.307      0.59663E-001
   27.838      0.59703E-001
   30.368      0.59619E-001
   32.899      0.59574E-001
   35.430      0.59614E-001
   37.960      0.59626E-001
   40.491      0.59535E-001
   43.022      0.59506E-001
   45.553      0.59532E-001
   48.083      0.59502E-001
   50.614      0.59429E-001
   53.145      0.59426E-001
   55.675      0.59457E-001
   58.206      0.59387E-001
   60.737      0.59306E-001
   63.267      0.59292E-001
   65.798      0.59326E-001
   68.329      0.59237E-001
   70.859      0.59150E-001
   73.390      0.59139E-001
   75.921      0.59158E-001
   78.452      0.59081E-001
   80.982      0.59012E-001
   83.513      0.58990E-001
   86.044      0.59020E-001
   88.574      0.58938E-001
   91.105      0.58849E-001
   93.636      0.58824E-001
   96.166      0.58824E-001
   98.697      0.58735E-001
   101.23      0.58660E-001
   103.76      0.58628E-001
 
 ***** PATH VARIABLE SUMMARY *****                                             
 
      S            EFSUM   
   106.29      0.58614E-001
   108.82      0.58530E-001
   111.35      0.58441E-001
   113.88      0.58405E-001
   116.41      0.58362E-001
   118.94      0.58281E-001
   121.47      0.58196E-001
   124.00      0.58152E-001
   126.53      0.58105E-001
   129.07      0.58017E-001
   131.60      0.57923E-001
   134.13      0.57881E-001
   136.66      0.57802E-001
   139.19      0.57724E-001
   141.72      0.57624E-001
   144.25      0.57577E-001
   146.78      0.57501E-001
   149.31      0.57396E-001
   151.84      0.57294E-001
   154.37      0.57232E-001
   156.90      0.57142E-001
   159.43      0.57038E-001
   161.96      0.56935E-001
   164.50      0.56870E-001
   167.03      0.56779E-001
   169.56      0.56647E-001
   172.09      0.56543E-001
   174.62      0.56457E-001
   177.15      0.56367E-001
   179.68      0.56225E-001
   182.21      0.56120E-001
   184.74      0.56038E-001
   187.27      0.55925E-001
   189.80      0.55771E-001
   192.33      0.55671E-001
   194.86      0.55563E-001
   197.39      0.55438E-001
   199.92      0.55285E-001
   202.46      0.55183E-001
   204.99      0.55076E-001
   207.52      0.54911E-001
   210.05      0.54763E-001
 
 ***** PATH VARIABLE SUMMARY *****                                             
 
      S            EFSUM   
   212.58      0.54650E-001
   215.11      0.54534E-001
   217.64      0.54353E-001
   220.17      0.54207E-001
   222.70      0.54096E-001
   225.23      0.53945E-001
   227.76      0.53755E-001
   230.29      0.53616E-001
   232.82      0.53482E-001
   235.35      0.53304E-001
   237.89      0.53120E-001
   240.42      0.52985E-001
   242.95      0.52841E-001
   245.48      0.52623E-001
   248.01      0.52449E-001
   250.54      0.52300E-001
   253.07      0.52115E-001
   255.60      0.51903E-001
   258.13      0.51740E-001
   260.66      0.51580E-001
   263.19      0.51342E-001
   265.72      0.51141E-001
   268.25      0.50972E-001
   270.78      0.50768E-001
   273.32      0.50530E-001
   275.85      0.50339E-001
   278.38      0.50157E-001
   280.91      0.49896E-001
   283.44      0.49669E-001
   285.97      0.49475E-001
   288.50      0.49234E-001
   291.03      0.48970E-001
   293.56      0.48751E-001
   296.09      0.48549E-001
   298.62      0.48268E-001
   301.15      0.48017E-001
   303.68      0.47779E-001
   306.21      0.47494E-001
   308.74      0.47253E-001
   311.28      0.46967E-001
   313.81      0.46693E-001
   316.34      0.46425E-001
 
 ***** PATH VARIABLE SUMMARY *****                                             
 
      S            EFSUM   
   318.87      0.46124E-001
   321.40      0.45864E-001
   323.93      0.45545E-001
   326.46      0.45252E-001
   328.99      0.44943E-001
   331.52      0.44626E-001
   334.05      0.44338E-001
   336.58      0.43991E-001
   339.11      0.43686E-001
   341.64      0.43340E-001
   344.17      0.43003E-001
   346.71      0.42669E-001
   349.24      0.42311E-001
   351.77      0.41953E-001
   354.30      0.41589E-001
   356.83      0.41204E-001
   359.36      0.40834E-001
   361.89      0.40427E-001
   364.42      0.40025E-001
   366.95      0.39619E-001
   369.48      0.39185E-001
   372.01      0.38759E-001
   374.54      0.38310E-001
   377.07      0.37847E-001
   379.60      0.37390E-001
   382.13      0.36899E-001
   384.67      0.36397E-001
   387.20      0.35886E-001
   389.73      0.35361E-001
   392.26      0.34820E-001
   394.79      0.34259E-001
   397.32      0.33678E-001
   399.85      0.33074E-001
   402.38      0.32447E-001
   404.91      0.31799E-001
   407.44      0.31123E-001
   409.97      0.30419E-001
   412.50      0.29685E-001
   415.03      0.28915E-001
   417.56      0.28095E-001
   420.10      0.27239E-001
   422.63      0.26322E-001
 
 ***** PATH VARIABLE SUMMARY *****                                             
 
      S            EFSUM   
   425.16      0.25353E-001
   427.69      0.24312E-001
   430.22      0.23192E-001
   432.75      0.21977E-001
   435.28      0.20643E-001
   437.81      0.19175E-001
   440.34      0.17538E-001
   442.87      0.15707E-001
   445.40      0.13692E-001
   447.93      0.11702E-001
   450.46      0.11221E-001
   452.99     
   455.53     
