Volume, Process, Particle, Process, Radius, theta, phi, SecondaryParent, EnergyDeposit
 \\\\\\\\\\  Run 0 start. ////////////////////
================= EVENT 1 =================
================= EVENT 2 =================
================= EVENT 3 =================
================= EVENT 4 =================
================= EVENT 5 =================
================= EVENT 6 =================
================= EVENT 7 =================
================= EVENT 8 =================
================= EVENT 9 =================
Primary ,Gas,neutronInelastic,2112.000000,13.652560,0.651502,2.664865,0.000000,0.000000
Secondary ,Cathode,phot,22.000000,15.000011,0.462808,2.335676,1.000000,0.000032
Secondary ,Cathode,phot,22.000000,15.000162,0.887073,2.577499,9.000000,0.000026
Secondary ,Cathode,phot,22.000000,15.000142,0.887072,2.577496,17.000000,0.000026
Secondary ,Cathode,phot,22.000000,15.000148,0.887072,2.577496,17.000000,0.000013
Secondary ,Cathode,phot,22.000000,15.000411,0.777456,-2.916256,1.000000,0.000045
Secondary ,Cathode,phot,22.000000,15.000388,0.777455,-2.916253,102.000000,0.000013
Secondary ,Cathode,phot,22.000000,15.000390,0.777454,-2.916253,102.000000,0.000015
Secondary ,Cathode,phot,22.000000,15.001083,0.777464,-2.916112,100.000000,0.000044
Secondary ,Cathode,phot,22.000000,15.004320,0.777372,-2.916332,100.000000,0.000026
Secondary ,Cathode,phot,22.000000,15.004351,0.777373,-2.916330,127.000000,0.000026
Secondary ,Cathode,phot,22.000000,15.003434,0.777362,-2.916358,120.000000,0.000039
Secondary ,Cathode,phot,22.000000,15.003483,0.777363,-2.916355,134.000000,0.000026
Secondary ,Cathode,phot,22.000000,15.003500,0.777363,-2.916353,137.000000,0.000006
Secondary ,Cathode,phot,22.000000,15.003484,0.777364,-2.916354,137.000000,0.000013
Secondary ,Cathode,phot,22.000000,15.003485,0.777364,-2.916355,137.000000,0.000013
Secondary ,Cathode,phot,22.000000,15.003530,0.777374,-2.916359,133.000000,0.000013
Secondary ,Cathode,phot,22.000000,15.003479,0.777375,-2.916362,133.000000,0.000013
Secondary ,Cathode,phot,22.000000,15.003490,0.777376,-2.916362,152.000000,0.000030
Secondary ,Cathode,phot,22.000000,15.003534,0.777374,-2.916357,133.000000,0.000033
