Volume, Process, Particle, Process, Radius, theta, phi, SecondaryParent, EnergyDeposit
 \\\\\\\\\\  Run 0 start. ////////////////////
================= EVENT 1 =================
Primary ,Cathode,hadElastic,2112.000000,15.164506,-0.524167,-1.131647,0.000000,0.000000
Primary ,Cathode,neutronInelastic,2112.000000,15.023517,-0.374525,-1.403769,0.000000,0.000000
Secondary ,Cathode,compt,22.000000,15.858895,-0.297269,-1.408525,1.000000,0.000000
Secondary ,Cathode,compt,22.000000,15.830420,-0.295010,-1.420893,1.000000,0.000026
Secondary ,Cathode,phot,22.000000,15.748349,-0.305708,-1.412284,1.000000,0.000051
Secondary ,Cathode,phot,22.000000,15.748349,-0.305708,-1.412284,13.000000,0.000015
Secondary ,Cathode,phot,22.000000,15.748350,-0.305708,-1.412284,13.000000,0.000013
Secondary ,Cathode,phot,22.000000,15.748540,-0.305658,-1.412245,5.000000,0.000019
Secondary ,Cathode,phot,22.000000,15.748507,-0.305658,-1.412247,12.000000,0.000013
Secondary ,Cathode,phot,22.000000,15.748506,-0.305658,-1.412247,25.000000,0.000006
Secondary ,Cathode,phot,22.000000,15.748505,-0.305658,-1.412247,25.000000,0.000013
Secondary ,Cathode,phot,22.000000,15.748507,-0.305658,-1.412247,25.000000,0.000015
Secondary ,Cathode,phot,22.000000,15.748424,-0.305655,-1.412237,12.000000,0.000038
Secondary ,Cathode,phot,22.000000,15.748084,-0.305660,-1.412224,32.000000,0.000013
Secondary ,Cathode,phot,22.000000,15.748084,-0.305660,-1.412224,47.000000,0.000006
Secondary ,Cathode,phot,22.000000,15.748083,-0.305660,-1.412224,47.000000,0.000025
Secondary ,Cathode,phot,22.000000,15.748066,-0.305660,-1.412225,32.000000,0.000006
Secondary ,Cathode,phot,22.000000,15.748068,-0.305660,-1.412225,32.000000,0.000013
Secondary ,Cathode,phot,22.000000,15.748072,-0.305660,-1.412224,54.000000,0.000000
Secondary ,Cathode,phot,22.000000,15.748048,-0.305656,-1.412221,32.000000,0.000013
Secondary ,Cathode,phot,22.000000,15.748009,-0.305654,-1.412223,32.000000,0.000013
Secondary ,Cathode,phot,22.000000,15.748156,-0.305654,-1.412218,32.000000,0.000013
