Volume, Process, Particle, Process, Radius, theta, phi, SecondaryParent, EnergyDeposit
 \\\\\\\\\\  Run 0 start. ////////////////////
================= EVENT 1 =================
================= EVENT 2 =================
================= EVENT 3 =================
================= EVENT 4 =================
Primary ,Cathode,neutronInelastic,2112.000000,15.518574,0.979382,-1.604063,0.000000,0.000000
Secondary ,Cathode,compt,22.000000,15.224789,0.978178,-2.245011,1.000000,0.000009
Secondary ,Cathode,phot,22.000000,15.224528,0.978310,-2.243143,6.000000,0.000013
Secondary ,Cathode,phot,22.000000,15.224542,0.978310,-2.243142,41.000000,0.000013
Secondary ,Cathode,phot,22.000000,15.224543,0.978309,-2.243142,43.000000,0.000013
Secondary ,Cathode,phot,22.000000,15.224543,0.978310,-2.243137,6.000000,0.000013
Secondary ,Cathode,phot,22.000000,15.224542,0.978310,-2.243136,6.000000,0.000013
Secondary ,Cathode,phot,22.000000,15.224585,0.978310,-2.243144,6.000000,0.000038
Secondary ,Cathode,phot,22.000000,15.224586,0.978310,-2.243144,49.000000,0.000013
Secondary ,Cathode,phot,22.000000,15.224585,0.978310,-2.243144,49.000000,0.000013
Secondary ,Cathode,phot,22.000000,15.224549,0.978310,-2.243143,6.000000,0.000013
Secondary ,Cathode,phot,22.000000,15.224596,0.978310,-2.243144,6.000000,0.000026
Secondary ,Cathode,phot,22.000000,15.224553,0.978311,-2.243166,6.000000,0.000032
Secondary ,Cathode,phot,22.000000,15.224548,0.978311,-2.243154,60.000000,0.000026
Secondary ,Cathode,phot,22.000000,15.224549,0.978312,-2.243154,65.000000,0.000013
Secondary ,Cathode,phot,22.000000,15.224605,0.978311,-2.243180,59.000000,0.000038
Secondary ,Cathode,phot,22.000000,15.224599,0.978311,-2.243178,59.000000,0.000030
Secondary ,Cathode,phot,22.000000,15.224606,0.978311,-2.243180,59.000000,0.000013
Secondary ,Cathode,phot,22.000000,15.224598,0.978311,-2.243179,77.000000,0.000019
Secondary ,Cathode,phot,22.000000,15.224527,0.978309,-2.243239,6.000000,0.000039
Secondary ,Cathode,phot,22.000000,15.224527,0.978309,-2.243238,84.000000,0.000013
