Volume, Process, Particle, Process, Radius, theta, phi, SecondaryParent, EnergyDeposit
 \\\\\\\\\\  Run 0 start. ////////////////////
================= EVENT 1 =================
================= EVENT 2 =================
================= EVENT 3 =================
================= EVENT 4 =================
================= EVENT 5 =================
Primary ,Cathode,hadElastic,2112.000000,15.662920,-0.750686,0.427513,0.000000,0.000000
Primary ,Cathode,neutronInelastic,2112.000000,15.622702,-0.749246,0.422150,0.000000,0.000000
Secondary ,Cathode,ionIoni,1000240520.000000,15.622702,-0.749246,0.422150,1.000000,0.050709
Secondary ,Cathode,hadElastic,2112.000000,15.447656,-0.707067,0.318974,1.000000,0.000000
Secondary ,Cathode,ionIoni,1000280580.000000,15.447656,-0.707067,0.318974,3.000000,0.013755
Secondary ,Cathode,ionIoni,1000260570.000000,15.662920,-0.750686,0.427513,1.000000,0.044232
================= EVENT 6 =================
================= EVENT 7 =================
================= EVENT 8 =================
Primary ,Cathode,hadElastic,2112.000000,15.222458,-0.929805,-0.230641,0.000000,0.000000
Secondary ,Cathode,ionIoni,1000260560.000000,15.222458,-0.929805,-0.230641,1.000000,0.060547
================= EVENT 9 =================
Primary ,Gas,neutronInelastic,2112.000000,10.105089,0.082401,-2.772465,0.000000,0.000000
Secondary ,Gas,phot,22.000000,10.030741,-0.162366,-1.996811,1.000000,0.000035
Secondary ,Gas,ionIoni,1000050110.000000,10.125506,0.082507,-2.772842,1.000000,0.065678
Secondary ,Gas,ionIoni,1000050110.000000,10.144460,0.082618,-2.773273,1.000000,0.050562
Secondary ,Gas,ionIoni,1000050110.000000,10.162263,0.082641,-2.773562,1.000000,0.044092
Secondary ,Gas,ionIoni,1000050110.000000,10.178507,0.082626,-2.773735,1.000000,0.045523
Secondary ,Gas,ionIoni,1000050110.000000,10.191949,0.082513,-2.773804,1.000000,0.032953
Secondary ,Gas,ionIoni,1000050110.000000,10.202576,0.082566,-2.774072,1.000000,0.016613
Secondary ,Gas,ionIoni,1000050110.000000,10.211947,0.082579,-2.774222,1.000000,0.021796
Secondary ,Gas,ionIoni,1000050110.000000,10.218847,0.082531,-2.774094,1.000000,0.007018
