Volume, Process, Particle, Process, Radius, theta, phi, SecondaryParent, EnergyDeposit
 \\\\\\\\\\  Run 0 start. ////////////////////
================= EVENT 1 =================
================= EVENT 2 =================
Primary ,Gas,neutronInelastic,2112.000000,9.660427,0.867704,-1.468467,0.000000,0.000000
Secondary ,Cathode,phot,22.000000,15.009682,0.881959,-1.799370,1.000000,0.000077
Secondary ,Cathode,phot,22.000000,15.009594,0.881964,-1.799368,10.000000,0.000013
Secondary ,Cathode,phot,22.000000,15.009585,0.881964,-1.799368,16.000000,0.000033
Secondary ,Cathode,phot,22.000000,15.009637,0.881962,-1.799375,10.000000,0.000038
Secondary ,Cathode,phot,22.000000,15.013380,0.881784,-1.799901,8.000000,0.000025
Secondary ,Cathode,phot,22.000000,15.013385,0.881784,-1.799899,8.000000,0.000026
Secondary ,Cathode,phot,22.000000,15.013347,0.881783,-1.799900,8.000000,0.000033
Secondary ,Cathode,phot,22.000000,15.013452,0.881777,-1.799953,39.000000,0.000026
Secondary ,Cathode,phot,22.000000,15.013448,0.881777,-1.799957,47.000000,0.000020
Secondary ,Cathode,phot,22.000000,15.013438,0.881778,-1.799956,39.000000,0.000013
Secondary ,Cathode,phot,22.000000,15.013438,0.881778,-1.799955,39.000000,0.000064
Secondary ,Cathode,phot,22.000000,15.013551,0.881777,-1.799964,55.000000,0.000039
Secondary ,Cathode,phot,22.000000,15.013511,0.881778,-1.799959,55.000000,0.000026
Secondary ,Cathode,phot,22.000000,15.013507,0.881779,-1.799960,63.000000,0.000000
Secondary ,Cathode,phot,22.000000,15.013338,0.881777,-1.799953,39.000000,0.000025
Secondary ,Cathode,phot,22.000000,15.013316,0.881784,-1.799898,39.000000,0.000026
Secondary ,Cathode,phot,22.000000,15.013248,0.881785,-1.799890,69.000000,0.000013
Secondary ,Cathode,phot,22.000000,15.013227,0.881786,-1.799889,69.000000,0.000013
Secondary ,Cathode,phot,22.000000,15.013299,0.881783,-1.799911,8.000000,0.000013
Secondary ,Cathode,phot,22.000000,15.013896,0.881846,-1.799947,8.000000,0.000059
Secondary ,Cathode,phot,22.000000,15.013883,0.881845,-1.799937,77.000000,0.000026
