Volume, Process, Particle, Process, Radius, theta, phi, SecondaryParent, EnergyDeposit
 \\\\\\\\\\  Run 0 start. ////////////////////
================= EVENT 1 =================
================= EVENT 2 =================
Primary ,Cathode,hadElastic,2112.000000,15.989523,-0.884001,-3.107722,0.000000,0.000000
Secondary ,Cathode,ionIoni,1000260560.000000,15.989522,-0.884001,-3.107722,1.000000,0.137395
================= EVENT 3 =================
================= EVENT 4 =================
================= EVENT 5 =================
Primary ,Cathode,neutronInelastic,2112.000000,15.117398,-0.285962,1.924365,0.000000,0.000000
Secondary ,Cathode,compt,22.000000,15.062338,-0.314182,2.008209,1.000000,0.000115
Secondary ,Cathode,compt,22.000000,15.022795,-0.347553,1.549973,1.000000,0.000009
Secondary ,Cathode,phot,22.000000,15.139364,-0.345260,1.547045,1.000000,0.000025
Secondary ,Cathode,phot,22.000000,15.139355,-0.345260,1.547045,20.000000,0.000023
Secondary ,Cathode,phot,22.000000,15.139366,-0.345261,1.547044,20.000000,0.000013
Secondary ,Cathode,phot,22.000000,15.139504,-0.345269,1.547037,5.000000,0.000025
Secondary ,Cathode,phot,22.000000,15.139229,-0.345268,1.547058,26.000000,0.000015
Secondary ,Cathode,phot,22.000000,15.139229,-0.345268,1.547058,26.000000,0.000025
Secondary ,Cathode,phot,22.000000,15.139238,-0.345269,1.547057,41.000000,0.000013
Secondary ,Cathode,phot,22.000000,15.139210,-0.345268,1.547058,26.000000,0.000013
Secondary ,Cathode,phot,22.000000,15.139211,-0.345268,1.547058,45.000000,0.000006
Secondary ,Cathode,phot,22.000000,15.139212,-0.345268,1.547058,45.000000,0.000012
Secondary ,Cathode,phot,22.000000,15.139265,-0.345268,1.547058,26.000000,0.000026
Secondary ,Cathode,phot,22.000000,15.139262,-0.345268,1.547058,52.000000,0.000013
Secondary ,Cathode,phot,22.000000,15.139263,-0.345268,1.547058,56.000000,0.000013
Secondary ,Cathode,phot,22.000000,15.139266,-0.345268,1.547058,51.000000,0.000013
Secondary ,Cathode,phot,22.000000,15.139266,-0.345268,1.547058,51.000000,0.000013
Secondary ,Cathode,phot,22.000000,15.139266,-0.345268,1.547058,51.000000,0.000038
