Volume, Process, Particle, Process, Radius, theta, phi, SecondaryParent, EnergyDeposit
 \\\\\\\\\\  Run 0 start. ////////////////////
================= EVENT 1 =================
================= EVENT 2 =================
================= EVENT 3 =================
================= EVENT 4 =================
================= EVENT 5 =================
Primary ,Gas,neutronInelastic,2112.000000,10.340282,0.283020,-2.078328,0.000000,0.000000
Secondary ,Gas,ionIoni,1000060140.000000,10.325895,0.281863,-2.078275,1.000000,0.058536
Secondary ,Gas,ionIoni,1000060140.000000,10.313082,0.280795,-2.078176,1.000000,0.053557
Secondary ,Gas,ionIoni,1000060140.000000,10.302108,0.279897,-2.078146,1.000000,0.039775
Secondary ,Gas,ionIoni,1000060140.000000,10.293796,0.279069,-2.078224,1.000000,0.032502
Secondary ,Gas,ionIoni,1000060140.000000,10.288344,0.278306,-2.078312,1.000000,0.022989
Secondary ,Gas,ionIoni,1000060140.000000,10.283530,0.277737,-2.078399,1.000000,0.016189
Secondary ,Gas,ionIoni,1000060140.000000,10.280045,0.277380,-2.078650,1.000000,0.010964
Secondary ,Gas,ionIoni,1000060140.000000,10.278452,0.277193,-2.078561,1.000000,0.007096
Secondary ,Gas,ionIoni,1000070140.000000,10.278491,0.277192,-2.078595,3.000000,0.000002
Secondary ,Gas,hIoni,2212.000000,10.345763,0.283039,-2.079212,1.000000,0.000255
Secondary ,Gas,hIoni,2212.000000,10.349484,0.283052,-2.079812,1.000000,0.000265
Secondary ,Gas,hIoni,2212.000000,10.350110,0.283054,-2.079912,1.000000,0.000000
Secondary ,Gas,hIoni,2212.000000,10.357197,0.283080,-2.081051,1.000000,0.000380
Secondary ,Gas,hIoni,2212.000000,10.360087,0.283090,-2.081514,1.000000,0.000160
Secondary ,Gas,hIoni,2212.000000,10.367043,0.283115,-2.082626,1.000000,0.000456
Secondary ,Gas,hIoni,2212.000000,10.376618,0.283148,-2.084151,1.000000,0.000661
Secondary ,Gas,hIoni,2212.000000,10.380308,0.283161,-2.084737,1.000000,0.000384
Secondary ,Gas,hIoni,2212.000000,10.386825,0.283184,-2.085767,1.000000,0.000439
Secondary ,Gas,hIoni,2212.000000,10.398545,0.283225,-2.087612,1.000000,0.001589
