Volume, Process, Particle, Process, Radius, theta, phi, SecondaryParent, EnergyDeposit
 \\\\\\\\\\  Run 0 start. ////////////////////
================= EVENT 1 =================
================= EVENT 2 =================
================= EVENT 3 =================
Primary ,Gas,neutronInelastic,2112.000000,12.521947,-0.153488,-0.508797,0.000000,0.000000
Secondary ,Gas,ionIoni,1000050110.000000,12.522026,-0.153487,-0.508798,1.000000,0.000496
Secondary ,Gas,ionIoni,1000050110.000000,12.522107,-0.153487,-0.508799,1.000000,0.000579
Secondary ,Gas,ionIoni,1000050110.000000,12.522205,-0.153486,-0.508800,1.000000,0.000111
Secondary ,Gas,ionIoni,1000050110.000000,12.522246,-0.153485,-0.508801,1.000000,0.000027
Secondary ,Gas,ionIoni,1000050110.000000,12.522275,-0.153485,-0.508801,1.000000,0.000122
Secondary ,Gas,ionIoni,1000050110.000000,12.522275,-0.153485,-0.508801,1.000000,0.000000
Secondary ,Gas,ionIoni,1000050110.000000,12.522312,-0.153484,-0.508802,1.000000,0.000009
Secondary ,Gas,ionIoni,1000050110.000000,12.522435,-0.153483,-0.508803,1.000000,0.000328
Secondary ,Gas,ionIoni,1000050110.000000,12.522501,-0.153482,-0.508804,1.000000,0.000304
Secondary ,Gas,ionIoni,1000050110.000000,12.522502,-0.153482,-0.508804,1.000000,0.000000
Secondary ,Gas,ionIoni,1000050110.000000,12.522524,-0.153482,-0.508804,1.000000,0.000284
Secondary ,Gas,ionIoni,1000050110.000000,12.522539,-0.153482,-0.508804,1.000000,0.000035
Secondary ,Gas,ionIoni,1000050110.000000,12.522549,-0.153482,-0.508804,1.000000,0.000020
Secondary ,Gas,ionIoni,1000050110.000000,12.522680,-0.153481,-0.508806,1.000000,0.000407
Secondary ,Gas,ionIoni,1000050110.000000,12.522717,-0.153480,-0.508806,1.000000,0.000131
Secondary ,Gas,ionIoni,1000050110.000000,12.522802,-0.153479,-0.508807,1.000000,0.000550
Secondary ,Gas,ionIoni,1000050110.000000,12.522826,-0.153479,-0.508807,1.000000,0.000009
Secondary ,Gas,ionIoni,1000050110.000000,12.522847,-0.153479,-0.508808,1.000000,0.000001
