Volume, Process, Particle, Process, Radius, theta, phi, SecondaryParent, EnergyDeposit
 \\\\\\\\\\  Run 0 start. ////////////////////
================= EVENT 1 =================
================= EVENT 2 =================
================= EVENT 3 =================
Primary ,Cathode,hadElastic,2112.000000,15.526495,-0.792213,-1.229430,0.000000,0.000000
Primary ,Cathode,hadElastic,2112.000000,15.559949,-0.776843,-1.226740,0.000000,0.000000
Secondary ,Cathode,ionIoni,1000260560.000000,15.559949,-0.776843,-1.226740,1.000000,0.030499
Secondary ,Cathode,ionIoni,1000260560.000000,15.526495,-0.792213,-1.229430,1.000000,0.001726
================= EVENT 4 =================
================= EVENT 5 =================
================= EVENT 6 =================
================= EVENT 7 =================
================= EVENT 8 =================
================= EVENT 9 =================
================= EVENT 10 =================
Primary ,Cathode,hadElastic,2112.000000,15.777726,-0.810848,1.962786,0.000000,0.000000
Primary ,Cathode,neutronInelastic,2112.000000,15.667932,-0.817749,1.955150,0.000000,0.000000
Secondary ,Cathode,compt,22.000000,15.934733,-0.843076,2.236901,1.000000,0.000009
Secondary ,Cathode,compt,22.000000,15.846465,-0.844171,2.234334,1.000000,0.000056
Secondary ,Cathode,compt,22.000000,15.224732,-0.865095,2.242704,1.000000,0.000056
Secondary ,Cathode,compt,22.000000,15.897224,0.385408,2.328779,1.000000,0.000038
Secondary ,Cathode,phot,22.000000,15.714390,0.346059,2.270332,1.000000,0.000077
Secondary ,Cathode,phot,22.000000,15.714390,0.346059,2.270333,14.000000,0.000039
Secondary ,Cathode,phot,22.000000,15.714388,0.346059,2.270333,19.000000,0.000000
Secondary ,Cathode,phot,22.000000,15.714396,0.346058,2.270332,19.000000,0.000013
Secondary ,Cathode,phot,22.000000,15.734532,0.345209,2.268909,12.000000,0.000013
Secondary ,Cathode,phot,22.000000,15.734532,0.345209,2.268909,12.000000,0.000026
Secondary ,Cathode,phot,22.000000,15.734513,0.345208,2.268909,12.000000,0.000025
Secondary ,Cathode,phot,22.000000,15.734520,0.345209,2.268908,52.000000,0.000013
Secondary ,Cathode,phot,22.000000,15.734541,0.345210,2.268907,12.000000,0.000026
Secondary ,Cathode,phot,22.000000,15.734654,0.345229,2.268924,12.000000,0.000019
