Volume, Process, Particle, Process, Radius, theta, phi, SecondaryParent, EnergyDeposit
 \\\\\\\\\\  Run 0 start. ////////////////////
================= EVENT 1 =================
================= EVENT 2 =================
Primary ,Cathode,neutronInelastic,2112.000000,15.619635,-0.088014,2.481886,0.000000,0.000000
Secondary ,Cathode,compt,22.000000,15.642479,-0.097246,2.563606,1.000000,0.000056
Secondary ,Cathode,phot,22.000000,15.640320,-0.098000,2.561466,6.000000,0.000013
Secondary ,Cathode,phot,22.000000,15.640328,-0.098001,2.561465,6.000000,0.000013
Secondary ,Cathode,phot,22.000000,15.640327,-0.098001,2.561465,30.000000,0.000013
Secondary ,Cathode,phot,22.000000,15.640315,-0.098002,2.561465,6.000000,0.000013
Secondary ,Cathode,phot,22.000000,15.640315,-0.098001,2.561465,34.000000,0.000026
Secondary ,Cathode,phot,22.000000,15.640315,-0.098001,2.561465,36.000000,0.000000
Secondary ,Cathode,phot,22.000000,15.640315,-0.098001,2.561465,39.000000,0.000015
Secondary ,Cathode,phot,22.000000,15.640315,-0.098001,2.561465,39.000000,0.000026
Secondary ,Cathode,phot,22.000000,15.640327,-0.098001,2.561466,6.000000,0.000025
Secondary ,Cathode,phot,22.000000,15.640319,-0.098002,2.561466,46.000000,0.000038
Secondary ,Cathode,phot,22.000000,15.640322,-0.098001,2.561466,49.000000,0.000013
Secondary ,Cathode,phot,22.000000,15.640330,-0.098001,2.561466,46.000000,0.000013
Secondary ,Cathode,phot,22.000000,15.640329,-0.098001,2.561466,54.000000,0.000015
Secondary ,Cathode,phot,22.000000,15.640329,-0.098001,2.561466,45.000000,0.000013
Secondary ,Cathode,phot,22.000000,15.640328,-0.098001,2.561466,60.000000,0.000020
Secondary ,Cathode,phot,22.000000,15.640326,-0.098002,2.561467,45.000000,0.000013
Secondary ,Cathode,phot,22.000000,15.640328,-0.098001,2.561467,65.000000,0.000013
Secondary ,Cathode,phot,22.000000,15.640323,-0.098001,2.561467,65.000000,0.000026
Secondary ,Cathode,phot,22.000000,15.640323,-0.098002,2.561466,45.000000,0.000013
Secondary ,Cathode,phot,22.000000,15.640323,-0.098002,2.561466,71.000000,0.000013
