Volume, Process, Particle, Process, Radius, theta, phi, SecondaryParent, EnergyDeposit
 \\\\\\\\\\  Run 0 start. ////////////////////
================= EVENT 1 =================
Primary ,Cathode,neutronInelastic,2112.000000,15.070538,0.277424,-1.128836,0.000000,0.000000
Secondary ,Cathode,phot,22.000000,15.070526,0.277424,-1.128836,1.000000,0.000051
Secondary ,Cathode,phot,22.000000,15.070497,0.277427,-1.128835,9.000000,0.000013
Secondary ,Cathode,phot,22.000000,15.070497,0.277427,-1.128835,13.000000,0.000013
Secondary ,Cathode,phot,22.000000,15.070525,0.277424,-1.128836,8.000000,0.000013
Secondary ,Cathode,phot,22.000000,15.070528,0.277424,-1.128835,8.000000,0.000033
Secondary ,Cathode,phot,22.000000,15.070531,0.277424,-1.128835,8.000000,0.000013
Secondary ,Cathode,compt,22.000000,15.547502,0.319779,2.635388,1.000000,0.000009
Secondary ,Cathode,phot,22.000000,15.615708,0.319193,2.607776,25.000000,0.000000
Secondary ,Cathode,phot,22.000000,15.615712,0.319193,2.607776,25.000000,0.000064
Secondary ,Cathode,phot,22.000000,15.615716,0.319193,2.607777,70.000000,0.000013
Secondary ,Cathode,phot,22.000000,15.615711,0.319193,2.607776,70.000000,0.000013
Secondary ,Cathode,phot,22.000000,15.615713,0.319193,2.607775,77.000000,0.000013
Secondary ,Cathode,phot,22.000000,15.615718,0.319193,2.607777,25.000000,0.000019
Secondary ,Cathode,phot,22.000000,15.615718,0.319193,2.607777,81.000000,0.000038
Secondary ,Cathode,phot,22.000000,15.615716,0.319193,2.607777,81.000000,0.000026
Secondary ,Cathode,phot,22.000000,15.615720,0.319193,2.607777,80.000000,0.000006
Secondary ,Cathode,phot,22.000000,15.615717,0.319193,2.607777,80.000000,0.000015
Secondary ,Cathode,phot,22.000000,15.615717,0.319193,2.607777,94.000000,0.000006
Secondary ,Cathode,phot,22.000000,15.615723,0.319193,2.607777,80.000000,0.000026
Secondary ,Cathode,phot,22.000000,15.615657,0.319201,2.607780,25.000000,0.000030
Secondary ,Cathode,phot,22.000000,15.615660,0.319201,2.607780,99.000000,0.000026
Secondary ,Cathode,phot,22.000000,15.615660,0.319201,2.607780,102.000000,0.000013
