Volume, Process, Particle, Process, Radius, theta, phi, SecondaryParent, EnergyDeposit
 \\\\\\\\\\  Run 0 start. ////////////////////
================= EVENT 1 =================
Primary ,Cathode,hadElastic,2112.000000,15.717773,-0.111085,1.979669,0.000000,0.000000
Primary ,Cathode,neutronInelastic,2112.000000,15.065679,-0.110172,2.014924,0.000000,0.000000
Secondary ,Cathode,compt,22.000000,15.423785,0.118387,1.633715,1.000000,0.000032
Secondary ,Cathode,compt,22.000000,15.864053,0.085542,1.633394,1.000000,0.000000
Secondary ,Cathode,compt,22.000000,15.522015,0.105443,1.597770,1.000000,0.000009
Secondary ,Cathode,phot,22.000000,15.639602,0.115883,1.602349,1.000000,0.000026
Secondary ,Cathode,phot,22.000000,15.639604,0.115883,1.602349,15.000000,0.000039
Secondary ,Cathode,phot,22.000000,15.639604,0.115883,1.602349,18.000000,0.000013
Secondary ,Cathode,phot,22.000000,15.639602,0.115883,1.602349,15.000000,0.000006
Secondary ,Cathode,phot,22.000000,15.640527,0.115889,1.602381,5.000000,0.000046
Secondary ,Cathode,phot,22.000000,15.640526,0.115889,1.602382,26.000000,0.000013
Secondary ,Cathode,phot,22.000000,15.640525,0.115889,1.602382,30.000000,0.000013
Secondary ,Cathode,phot,22.000000,15.640510,0.115889,1.602381,26.000000,0.000013
Secondary ,Cathode,phot,22.000000,15.640510,0.115889,1.602381,33.000000,0.000013
Secondary ,Cathode,phot,22.000000,15.640509,0.115889,1.602381,33.000000,0.000013
Secondary ,Cathode,phot,22.000000,15.640520,0.115891,1.602379,24.000000,0.000013
Secondary ,Cathode,phot,22.000000,15.640514,0.115891,1.602381,24.000000,0.000026
Secondary ,Cathode,phot,22.000000,15.640511,0.115891,1.602381,43.000000,0.000015
Secondary ,Cathode,phot,22.000000,15.640507,0.115891,1.602381,46.000000,0.000012
Secondary ,Cathode,phot,22.000000,15.640515,0.115891,1.602381,43.000000,0.000006
Secondary ,Cathode,phot,22.000000,15.640285,0.115891,1.602389,24.000000,0.000026
Secondary ,Cathode,phot,22.000000,15.640287,0.115890,1.602389,52.000000,0.000025
Secondary ,Cathode,phot,22.000000,15.640285,0.115891,1.602389,52.000000,0.000026
