Volume, Process, Particle, Process, Radius, theta, phi, SecondaryParent, EnergyDeposit
 \\\\\\\\\\  Run 0 start. ////////////////////
================= EVENT 1 =================
Primary ,Cathode,hadElastic,2112.000000,15.941808,0.038084,-1.708157,0.000000,0.000000
Primary ,Cathode,neutronInelastic,2112.000000,15.856724,0.039412,-1.715008,0.000000,0.000000
Secondary ,Cathode,compt,22.000000,15.601330,0.035374,-1.712206,1.000000,0.000032
Secondary ,Cathode,phot,22.000000,15.397842,0.022409,-1.732616,13.000000,0.000013
Secondary ,Cathode,phot,22.000000,15.397827,0.022409,-1.732616,13.000000,0.000025
Secondary ,Cathode,phot,22.000000,15.397825,0.022409,-1.732616,79.000000,0.000013
Secondary ,Cathode,phot,22.000000,15.397828,0.022409,-1.732616,13.000000,0.000051
Secondary ,Cathode,phot,22.000000,15.397823,0.022409,-1.732616,84.000000,0.000013
Secondary ,Cathode,phot,22.000000,15.397822,0.022409,-1.732616,89.000000,0.000029
Secondary ,Cathode,phot,22.000000,15.397828,0.022409,-1.732616,84.000000,0.000038
Secondary ,Cathode,phot,22.000000,15.397828,0.022403,-1.732624,13.000000,0.000038
Secondary ,Cathode,phot,22.000000,15.397828,0.022402,-1.732624,96.000000,0.000015
Secondary ,Cathode,phot,22.000000,15.397825,0.022402,-1.732624,100.000000,0.000006
Secondary ,Cathode,phot,22.000000,15.397792,0.022411,-1.732616,13.000000,0.000029
Secondary ,Cathode,phot,22.000000,15.397784,0.022411,-1.732615,104.000000,0.000013
Secondary ,Cathode,phot,22.000000,15.397784,0.022411,-1.732617,104.000000,0.000026
Secondary ,Cathode,phot,22.000000,15.397727,0.022407,-1.732616,108.000000,0.000038
Secondary ,Cathode,phot,22.000000,15.397720,0.022407,-1.732616,111.000000,0.000026
Secondary ,Cathode,phot,22.000000,15.397792,0.022411,-1.732616,103.000000,0.000026
Secondary ,Cathode,phot,22.000000,15.397763,0.022413,-1.732607,13.000000,0.000038
Secondary ,Cathode,phot,22.000000,15.397765,0.022413,-1.732607,122.000000,0.000038
Secondary ,Cathode,phot,22.000000,15.397766,0.022413,-1.732607,127.000000,0.000038
