Volume, Process, Particle, Process, Radius, theta, phi, SecondaryParent, EnergyDeposit
 \\\\\\\\\\  Run 0 start. ////////////////////
================= EVENT 1 =================
Primary ,Cathode,hadElastic,2112.000000,15.180852,-0.242301,2.873693,0.000000,0.000000
Primary ,Cathode,hadElastic,2112.000000,15.011634,-0.422990,2.578399,0.000000,0.000000
Primary ,Cathode,neutronInelastic,2112.000000,15.094670,-0.516540,2.423606,0.000000,0.000000
Secondary ,Cathode,phot,22.000000,15.094677,-0.516540,2.423606,1.000000,0.000051
Secondary ,Cathode,phot,22.000000,15.094678,-0.516540,2.423606,10.000000,0.000015
Secondary ,Cathode,phot,22.000000,15.094675,-0.516540,2.423606,10.000000,0.000013
Secondary ,Cathode,phot,22.000000,15.094677,-0.516540,2.423606,10.000000,0.000013
Secondary ,Cathode,phot,22.000000,15.094668,-0.516540,2.423606,9.000000,0.000013
Secondary ,Cathode,phot,22.000000,15.094677,-0.516540,2.423606,9.000000,0.000013
Secondary ,Cathode,compt,22.000000,15.182597,-0.325125,1.566970,1.000000,0.000009
Secondary ,Cathode,compt,22.000000,15.237156,-0.330120,1.573886,1.000000,0.000026
Secondary ,Cathode,compt,22.000000,15.862117,-0.337247,1.642652,1.000000,0.000009
Secondary ,Cathode,phot,22.000000,15.863835,-0.337326,1.643117,26.000000,0.000013
Secondary ,Cathode,phot,22.000000,15.863835,-0.337326,1.643117,41.000000,0.000026
Secondary ,Cathode,phot,22.000000,15.863823,-0.337326,1.643115,26.000000,0.000013
Secondary ,Cathode,phot,22.000000,15.863826,-0.337326,1.643115,26.000000,0.000013
Secondary ,Cathode,phot,22.000000,15.863817,-0.337332,1.643113,46.000000,0.000029
Secondary ,Cathode,phot,22.000000,15.863830,-0.337331,1.643113,46.000000,0.000030
Secondary ,Cathode,phot,22.000000,15.863830,-0.337331,1.643113,52.000000,0.000013
Secondary ,Cathode,phot,22.000000,15.863818,-0.337332,1.643113,46.000000,0.000026
Secondary ,Cathode,phot,22.000000,15.863814,-0.337332,1.643113,56.000000,0.000000
Secondary ,Cathode,phot,22.000000,15.863813,-0.337327,1.643116,26.000000,0.000013
