Volume, Process, Particle, Process, Radius, theta, phi, SecondaryParent, EnergyDeposit
 \\\\\\\\\\  Run 0 start. ////////////////////
================= EVENT 1 =================
================= EVENT 2 =================
================= EVENT 3 =================
Primary ,Cathode,hadElastic,2112.000000,15.971476,-0.015262,1.294661,0.000000,0.000000
Secondary ,Cathode,ionIoni,1000260560.000000,15.971476,-0.015262,1.294661,1.000000,0.009766
================= EVENT 4 =================
Primary ,Cathode,hadElastic,2112.000000,15.422093,-0.099688,-2.432285,0.000000,0.000000
Primary ,Cathode,hadElastic,2112.000000,15.315700,-0.113627,-2.460913,0.000000,0.000000
Primary ,Cathode,hadElastic,2112.000000,15.884301,-0.166920,-2.494338,0.000000,0.000000
Secondary ,Cathode,ionIoni,1000240520.000000,15.884300,-0.166920,-2.494338,1.000000,0.095104
Secondary ,Cathode,ionIoni,1000240520.000000,15.315700,-0.113627,-2.460913,1.000000,0.068811
Secondary ,Cathode,ionIoni,1000280580.000000,15.422093,-0.099688,-2.432285,1.000000,0.007823
================= EVENT 5 =================
================= EVENT 6 =================
================= EVENT 7 =================
Primary ,Cathode,hadElastic,2112.000000,15.999222,0.038521,2.696789,0.000000,0.000000
Primary ,Cathode,hadElastic,2112.000000,15.310678,-0.013373,2.787797,0.000000,0.000000
Secondary ,Cathode,ionIoni,1000260560.000000,15.310678,-0.013373,2.787797,1.000000,0.014376
Secondary ,Cathode,ionIoni,1000240520.000000,15.999222,0.038521,2.696789,1.000000,0.006327
================= EVENT 8 =================
================= EVENT 9 =================
Primary ,Cathode,neutronInelastic,2112.000000,15.381487,-0.931157,1.281388,0.000000,0.000000
Secondary ,Cathode,phot,22.000000,15.381477,-0.931158,1.281391,1.000000,0.000051
Secondary ,Cathode,phot,22.000000,15.381477,-0.931158,1.281391,9.000000,0.000013
Secondary ,Cathode,phot,22.000000,15.381483,-0.931158,1.281390,9.000000,0.000013
Secondary ,Cathode,phot,22.000000,15.381481,-0.931157,1.281391,15.000000,0.000013
Secondary ,Cathode,phot,22.000000,15.381478,-0.931158,1.281390,8.000000,0.000013
Secondary ,Cathode,phot,22.000000,15.381476,-0.931157,1.281392,8.000000,0.000013
