 

 PRINT ALONG PATH DEFINED BY LPATH COMMAND.  DSYS=  0
 
 ***** PATH VARIABLE SUMMARY *****                                             
 
      S            EFSUM   
   0.0000       123.11     
  0.87265E-001  122.36     
  0.17453       121.72     
  0.26180       121.19     
  0.34906       120.76     
  0.43633       120.45     
  0.52359       120.24     
  0.61086       120.15     
  0.69812       120.16     
  0.78539       120.28     
  0.87265       120.51     
  0.95992       120.85     
   1.0472       121.28     
   1.1344       121.83     
   1.2217       122.47     
   1.3090       123.08     
   1.3962       122.39     
   1.4835       121.84     
   1.5708       121.41     
   1.6580       121.09     
   1.7453       120.88     
   1.8326       120.80     
   1.9198       120.82     
   2.0071       120.97     
   2.0944       121.23     
   2.1816       121.62     
   2.2689       122.12     
   2.3562       122.73     
   2.4434       123.47     
   2.5307       124.32     
   2.6180       123.93     
   2.7052       123.28     
   2.7925       122.73     
   2.8798       122.29     
   2.9670       121.94     
   3.0543       121.69     
   3.1416       121.54     
   3.2288       121.49     
   3.3161       121.49     
   3.4033       121.62     
   3.4906       121.89     
   3.5779       122.29     
 
 ***** PATH VARIABLE SUMMARY *****                                             
 
      S            EFSUM   
   3.6651       122.83     
   3.7524       123.51     
   3.8397       124.31     
   3.9269       125.26     
   4.0142       124.63     
   4.1015       124.00     
   4.1887       123.45     
   4.2760       123.00     
   4.3633       122.64     
   4.4505       122.36     
   4.5378       122.18     
   4.6251       122.43     
   4.7123       123.07     
   4.7996       123.85     
   4.8869       124.78     
   4.9741       125.85     
   5.0614       127.06     
   5.1487       127.43     
   5.2359       126.46     
   5.3232       125.62     
   5.4105       124.91     
   5.4977       124.32     
   5.5850       123.86     
   5.6722       123.52     
   5.7595       123.31     
   5.8468       123.31     
   5.9340       123.46     
   6.0213       123.36     
   6.1086       122.68     
   6.1958       122.09     
   6.2831       121.59     
   6.3704       121.18     
   6.4576       120.85     
   6.5449       120.62     
   6.6322       121.03     
   6.7194       121.70     
   6.8067       122.50     
   6.8940       123.44     
   6.9812       124.51     
   7.0685       125.08     
   7.1558       125.24     
   7.2430       125.40     
 
 ***** PATH VARIABLE SUMMARY *****                                             
 
      S            EFSUM   
   7.3303       125.61     
   7.4176       125.93     
   7.5048       126.35     
   7.5921       126.88     
   7.6794       126.92     
   7.7666       126.73     
   7.8539       126.68     
   7.9411       126.77     
   8.0284       126.67     
   8.1157       126.60     
   8.2029       126.62     
   8.2902       126.74     
   8.3775       126.95     
   8.4647       127.07     
   8.5520       127.29     
   8.6393       127.64     
   8.7265       128.11     
   8.8138       128.71     
   8.9011       129.42     
   8.9883       129.10     
   9.0756       128.83     
   9.1629       128.66     
   9.2501       129.30     
   9.3374       130.13     
   9.4247       131.08     
   9.5119       131.79     
   9.5992       131.46     
   9.6865       131.25     
   9.7737       131.16     
   9.8610       131.18     
   9.9483       131.68     
   10.036       132.25     
   10.123       132.89     
   10.210       133.89     
   10.297       134.99     
   10.385       136.20     
   10.472       137.00     
   10.559       137.02     
   10.646       137.16     
   10.734       137.42     
   10.821       137.79     
   10.908       139.51     
 
 ***** PATH VARIABLE SUMMARY *****                                             
 
      S            EFSUM   
   10.995       140.46     
   11.083       141.77     
   11.170       143.19     
   11.257       144.75     
   11.344       146.42     
   11.432       147.39     
   11.519       148.38     
   11.606       149.50     
   11.694       150.77     
   11.781       152.19     
   11.868       153.51     
   11.955       155.75     
   12.043       158.12     
   12.130       160.64     
   12.217       163.31     
   12.304       166.15     
   12.392       169.03     
   12.479       171.53     
   12.566       174.69     
   12.653       178.52     
   12.741       182.51     
   12.828       186.70     
   12.915       191.97     
   13.003       197.44     
   13.090       203.10     
   13.177       208.92     
   13.264       217.23     
   13.352       226.13     
   13.439       235.22     
   13.526       244.23     
   13.613       257.10     
   13.701       270.30     
   13.788       284.21     
   13.875       302.86     
   13.962       322.29     
   14.050       345.94     
   14.137       373.95     
   14.224       407.66     
   14.312       446.97     
   14.399       494.17     
   14.486       553.00     
   14.573       616.97     
 
 ***** PATH VARIABLE SUMMARY *****                                             
 
      S            EFSUM   
   14.661       701.45     
   14.748       794.71     
   14.835       911.08     
   14.922       1043.8     
   15.010       1204.3     
   15.097       1412.5     
   15.184       1673.4     
   15.271       2033.4     
   15.359       2583.3     
   15.446       2617.8     
   15.533       1685.7     
   15.620       3241.7     
   15.708     
