 

 PRINT ALONG PATH DEFINED BY LPATH COMMAND.  DSYS=  0
 
 ***** PATH VARIABLE SUMMARY *****                                             
 
      S            EFSUM   
   0.0000       214.95     
  0.87265E-001  214.15     
  0.17453       213.53     
  0.26180       213.09     
  0.34906       212.83     
  0.43633       212.75     
  0.52359       213.10     
  0.61086       213.71     
  0.69812       214.55     
  0.78539       214.58     
  0.87265       214.09     
  0.95992       213.82     
   1.0472       213.77     
   1.1344       213.91     
   1.2217       214.25     
   1.3090       214.78     
   1.3962       215.09     
   1.4835       214.34     
   1.5708       213.76     
   1.6580       213.49     
   1.7453       213.76     
   1.8326       214.24     
   1.9198       214.94     
   2.0071       215.31     
   2.0944       214.73     
   2.1816       214.33     
   2.2689       214.12     
   2.3562       214.13     
   2.4434       214.66     
   2.5307       215.42     
   2.6180       215.25     
   2.7052       214.60     
   2.7925       214.16     
   2.8798       213.91     
   2.9670       213.87     
   3.0543       214.03     
   3.1416       214.45     
   3.2288       214.88     
   3.3161       214.34     
   3.4033       214.18     
   3.4906       214.21     
   3.5779       214.45     
 
 ***** PATH VARIABLE SUMMARY *****                                             
 
      S            EFSUM   
   3.6651       214.89     
   3.7524       215.52     
   3.8397       215.96     
   3.9269       215.23     
   4.0142       214.68     
   4.1015       214.31     
   4.1887       214.50     
   4.2760       215.25     
   4.3633       216.23     
   4.4505       216.52     
   4.5378       215.82     
   4.6251       215.34     
   4.7123       215.08     
   4.7996       215.02     
   4.8869       215.40     
   4.9741       215.99     
   5.0614       216.31     
   5.1487       215.47     
   5.2359       214.80     
   5.3232       214.46     
   5.4105       214.98     
   5.4977       215.72     
   5.5850       216.68     
   5.6722       217.19     
   5.7595       216.91     
   5.8468       216.86     
   5.9340       216.89     
   6.0213       217.04     
   6.1086       217.38     
   6.1958       217.65     
   6.2831       217.17     
   6.3704       216.88     
   6.4576       216.79     
   6.5449       216.88     
   6.6322       217.17     
   6.7194       217.48     
   6.8067       217.54     
   6.8940       217.81     
   6.9812       218.27     
   7.0685       218.94     
   7.1558       219.26     
   7.2430       219.35     
 
 ***** PATH VARIABLE SUMMARY *****                                             
 
      S            EFSUM   
   7.3303       219.51     
   7.4176       219.65     
   7.5048       219.97     
   7.5921       219.87     
   7.6794       219.88     
   7.7666       220.10     
   7.8539       220.45     
   7.9411       220.45     
   8.0284       220.40     
   8.1157       220.53     
   8.2029       221.02     
   8.2902       221.72     
   8.3775       221.84     
   8.4647       222.17     
   8.5520       222.72     
   8.6393       223.47     
   8.7265       223.94     
   8.8138       224.15     
   8.9011       224.57     
   8.9883       225.19     
   9.0756       225.89     
   9.1629       226.04     
   9.2501       226.40     
   9.3374       226.98     
   9.4247       227.53     
   9.5119       228.40     
   9.5992       229.46     
   9.6865       230.30     
   9.7737       230.69     
   9.8610       232.02     
   9.9483       233.28     
   10.036       233.53     
   10.123       233.99     
   10.210       235.01     
   10.297       236.18     
   10.385       237.76     
   10.472       238.87     
   10.559       239.52     
   10.646       241.14     
   10.734       242.37     
   10.821       244.11     
   10.908       245.75     
 
 ***** PATH VARIABLE SUMMARY *****                                             
 
      S            EFSUM   
   10.995       246.94     
   11.083       248.34     
   11.170       250.41     
   11.257       252.70     
   11.344       255.04     
   11.432       257.04     
   11.519       259.35     
   11.606       261.49     
   11.694       264.37     
   11.781       267.71     
   11.868       270.80     
   11.955       274.10     
   12.043       277.39     
   12.130       281.53     
   12.217       285.94     
   12.304       290.36     
   12.392       295.29     
   12.479       300.52     
   12.566       306.46     
   12.653       312.96     
   12.741       319.95     
   12.828       327.52     
   12.915       335.85     
   13.003       345.25     
   13.090       355.33     
   13.177       366.99     
   13.264       379.56     
   13.352       393.94     
   13.439       409.81     
   13.526       427.36     
   13.613       447.95     
   13.701       470.76     
   13.788       497.33     
   13.875       527.76     
   13.962       563.47     
   14.050       605.30     
   14.137       654.74     
   14.224       713.12     
   14.312       782.26     
   14.399       864.33     
   14.486       962.06     
   14.573       1078.5     
 
 ***** PATH VARIABLE SUMMARY *****                                             
 
      S            EFSUM   
   14.661       1217.5     
   14.748       1382.9     
   14.835       1581.1     
   14.922       1815.4     
   15.010       2101.6     
   15.097       2461.9     
   15.184       2936.9     
   15.271       3591.6     
   15.359       4569.2     
   15.446       5397.4     
   15.533       3055.5     
   15.620       5703.6     
   15.708     
