 

 PRINT ALONG PATH DEFINED BY LPATH COMMAND.  DSYS=  0
 
 ***** PATH VARIABLE SUMMARY *****                                             
 
      S            EFSUM   
   0.0000      0.88296E-001
   2.5307      0.88073E-001
   5.0614      0.88031E-001
   7.5921      0.88117E-001
   10.123      0.88233E-001
   12.653      0.88378E-001
   15.184      0.88553E-001
   17.715      0.88757E-001
   20.246      0.88639E-001
   22.776      0.88392E-001
   25.307      0.88419E-001
   27.838      0.88490E-001
   30.368      0.88567E-001
   32.899      0.88648E-001
   35.430      0.88733E-001
   37.960      0.88782E-001
   40.491      0.88460E-001
   43.022      0.88282E-001
   45.553      0.88317E-001
   48.083      0.88376E-001
   50.614      0.88460E-001
   53.145      0.88568E-001
   55.675      0.88700E-001
   58.206      0.88529E-001
   60.737      0.88200E-001
   63.267      0.88049E-001
   65.798      0.88092E-001
   68.329      0.88141E-001
   70.859      0.88194E-001
   73.390      0.88248E-001
   75.921      0.88302E-001
   78.452      0.88183E-001
   80.982      0.88065E-001
   83.513      0.87972E-001
   86.044      0.87906E-001
   88.574      0.87865E-001
   91.105      0.87901E-001
   93.636      0.88077E-001
   96.166      0.88270E-001
   98.697      0.88163E-001
   101.23      0.88055E-001
   103.76      0.87949E-001
 
 ***** PATH VARIABLE SUMMARY *****                                             
 
      S            EFSUM   
   106.29      0.87844E-001
   108.82      0.87743E-001
   111.35      0.87719E-001
   113.88      0.87824E-001
   116.41      0.87843E-001
   118.94      0.87717E-001
   121.47      0.87613E-001
   124.00      0.87533E-001
   126.53      0.87476E-001
   129.07      0.87442E-001
   131.60      0.87417E-001
   134.13      0.87486E-001
   136.66      0.87442E-001
   139.19      0.87370E-001
   141.72      0.87300E-001
   144.25      0.87232E-001
   146.78      0.87167E-001
   149.31      0.87094E-001
   151.84      0.87039E-001
   154.37      0.87042E-001
   156.90      0.86938E-001
   159.43      0.86856E-001
   161.96      0.86798E-001
   164.50      0.86762E-001
   167.03      0.86749E-001
   169.56      0.86664E-001
   172.09      0.86595E-001
   174.62      0.86567E-001
   177.15      0.86517E-001
   179.68      0.86467E-001
   182.21      0.86418E-001
   184.74      0.86369E-001
   187.27      0.86314E-001
   189.80      0.86167E-001
   192.33      0.86118E-001
   194.86      0.86027E-001
   197.39      0.85952E-001
   199.92      0.85901E-001
   202.46      0.85872E-001
   204.99      0.85865E-001
   207.52      0.85769E-001
   210.05      0.85642E-001
 
 ***** PATH VARIABLE SUMMARY *****                                             
 
      S            EFSUM   
   212.58      0.85595E-001
   215.11      0.85553E-001
   217.64      0.85508E-001
   220.17      0.85461E-001
   222.70      0.85410E-001
   225.23      0.85346E-001
   227.76      0.85189E-001
   230.29      0.85125E-001
   232.82      0.85045E-001
   235.35      0.84971E-001
   237.89      0.84920E-001
   240.42      0.84891E-001
   242.95      0.84885E-001
   245.48      0.84727E-001
   248.01      0.84638E-001
   250.54      0.84608E-001
   253.07      0.84570E-001
   255.60      0.84526E-001
   258.13      0.84475E-001
   260.66      0.84418E-001
   263.19      0.84269E-001
   265.72      0.84177E-001
   268.25      0.84128E-001
   270.78      0.84050E-001
   273.32      0.83995E-001
   275.85      0.83962E-001
   278.38      0.83952E-001
   280.91      0.83832E-001
   283.44      0.83743E-001
   285.97      0.83728E-001
   288.50      0.83698E-001
   291.03      0.83656E-001
   293.56      0.83603E-001
   296.09      0.83538E-001
   298.62      0.83444E-001
   301.15      0.83415E-001
   303.68      0.83388E-001
   306.21      0.83334E-001
   308.74      0.83302E-001
   311.28      0.83229E-001
   313.81      0.83201E-001
   316.34      0.83216E-001
 
 ***** PATH VARIABLE SUMMARY *****                                             
 
      S            EFSUM   
   318.87      0.83201E-001
   321.40      0.83165E-001
   323.93      0.83094E-001
   326.46      0.83094E-001
   328.99      0.83102E-001
   331.52      0.83096E-001
   334.05      0.83100E-001
   336.58      0.83087E-001
   339.11      0.83153E-001
   341.64      0.83231E-001
   344.17      0.83261E-001
   346.71      0.83268E-001
   349.24      0.83334E-001
   351.77      0.83451E-001
   354.30      0.83526E-001
   356.83      0.83617E-001
   359.36      0.83777E-001
   361.89      0.83949E-001
   364.42      0.84089E-001
   366.95      0.84302E-001
   369.48      0.84561E-001
   372.01      0.84808E-001
   374.54      0.85123E-001
   377.07      0.85511E-001
   379.60      0.85885E-001
   382.13      0.86365E-001
   384.67      0.86919E-001
   387.20      0.87523E-001
   389.73      0.88246E-001
   392.26      0.89038E-001
   394.79      0.90004E-001
   397.32      0.91038E-001
   399.85      0.92351E-001
   402.38      0.93735E-001
   404.91      0.95506E-001
   407.44      0.97389E-001
   409.97      0.99741E-001
   412.50      0.10245     
   415.03      0.10555     
   417.56      0.10943     
   420.10      0.11402     
   422.63      0.11958     
 
 ***** PATH VARIABLE SUMMARY *****                                             
 
      S            EFSUM   
   425.16      0.12644     
   427.69      0.13497     
   430.22      0.14579     
   432.75      0.15930     
   435.28      0.17678     
   437.81      0.20043     
   440.34      0.23290     
   442.87      0.27889     
   445.40      0.35102     
   447.93      0.47598     
   450.46      0.77809     
   452.99     
   455.53     
