Volume, Process, Particle, Process, Radius, theta, phi, SecondaryParent, EnergyDeposit
 \\\\\\\\\\  Run 0 start. ////////////////////
================= EVENT 1 =================
================= EVENT 2 =================
================= EVENT 3 =================
================= EVENT 4 =================
================= EVENT 5 =================
Primary ,Cathode,neutronInelastic,2112.000000,15.260818,-0.147708,-1.462619,0.000000,0.000000
Secondary ,Cathode,compt,22.000000,15.123810,-0.086795,1.961309,1.000000,0.000056
Secondary ,Cathode,phot,22.000000,15.112202,-0.104535,1.960001,1.000000,0.000084
Secondary ,Cathode,phot,22.000000,15.112203,-0.104535,1.960001,12.000000,0.000030
Secondary ,Cathode,phot,22.000000,15.112202,-0.104535,1.960001,12.000000,0.000015
Secondary ,Cathode,phot,22.000000,15.112202,-0.104535,1.960001,11.000000,0.000013
Secondary ,Cathode,phot,22.000000,15.112198,-0.104535,1.960001,11.000000,0.000025
Secondary ,Cathode,phot,22.000000,15.112014,-0.104547,1.959994,10.000000,0.000064
Secondary ,Cathode,phot,22.000000,15.112021,-0.104547,1.959995,31.000000,0.000012
Secondary ,Cathode,phot,22.000000,15.112020,-0.104547,1.959995,35.000000,0.000026
Secondary ,Cathode,phot,22.000000,15.111951,-0.104552,1.959970,29.000000,0.000013
Secondary ,Cathode,phot,22.000000,15.111950,-0.104553,1.959970,46.000000,0.000038
Secondary ,Cathode,phot,22.000000,15.111950,-0.104552,1.959969,29.000000,0.000013
Secondary ,Cathode,phot,22.000000,15.111946,-0.104552,1.959970,29.000000,0.000013
Secondary ,Cathode,phot,22.000000,15.111963,-0.104551,1.959977,29.000000,0.000030
Secondary ,Cathode,phot,22.000000,15.112009,-0.104552,1.959976,54.000000,0.000013
Secondary ,Cathode,phot,22.000000,15.111992,-0.104552,1.959975,54.000000,0.000026
Secondary ,Cathode,phot,22.000000,15.111990,-0.104552,1.959975,59.000000,0.000013
Secondary ,Cathode,phot,22.000000,15.111998,-0.104551,1.959975,29.000000,0.000026
Secondary ,Cathode,phot,22.000000,15.111998,-0.104551,1.959975,63.000000,0.000013
Secondary ,Cathode,phot,22.000000,15.112002,-0.104551,1.959975,63.000000,0.000013
