Volume, Process, Particle, Process, Radius, theta, phi, SecondaryParent, EnergyDeposit
 \\\\\\\\\\  Run 0 start. ////////////////////
================= EVENT 1 =================
================= EVENT 2 =================
Primary ,Cathode,hadElastic,2112.000000,15.458086,0.277046,-0.679160,0.000000,0.000000
Secondary ,Cathode,ionIoni,1000260560.000000,15.458086,0.277046,-0.679160,1.000000,0.076696
================= EVENT 3 =================
Primary ,Cathode,neutronInelastic,2112.000000,15.439122,-0.150843,-0.215423,0.000000,0.000000
Secondary ,Cathode,phot,22.000000,15.439126,-0.150842,-0.215424,1.000000,0.000051
Secondary ,Cathode,phot,22.000000,15.439126,-0.150843,-0.215424,8.000000,0.000015
Secondary ,Cathode,phot,22.000000,15.439127,-0.150842,-0.215424,8.000000,0.000015
Secondary ,Cathode,phot,22.000000,15.439125,-0.150842,-0.215424,7.000000,0.000026
Secondary ,Cathode,compt,22.000000,15.511087,-0.149303,-0.231101,1.000000,0.000009
Secondary ,Cathode,compt,22.000000,15.515760,-0.127346,-0.248162,1.000000,0.000009
Secondary ,Cathode,compt,22.000000,15.675651,-0.088739,-0.273866,1.000000,0.000019
Secondary ,Cathode,compt,22.000000,15.895814,0.015277,-0.333380,1.000000,0.000038
Secondary ,Cathode,compt,22.000000,15.889786,0.015871,-0.330419,1.000000,0.000009
Secondary ,Cathode,phot,22.000000,15.909224,0.017071,-0.338785,1.000000,0.000064
Secondary ,Cathode,phot,22.000000,15.909214,0.017070,-0.338785,29.000000,0.000013
Secondary ,Cathode,phot,22.000000,15.909216,0.017070,-0.338785,29.000000,0.000033
Secondary ,Cathode,phot,22.000000,15.909220,0.017070,-0.338785,29.000000,0.000026
Secondary ,Cathode,phot,22.000000,15.909984,0.017009,-0.338837,28.000000,0.000026
Secondary ,Cathode,phot,22.000000,15.909984,0.017009,-0.338837,45.000000,0.000013
Secondary ,Cathode,phot,22.000000,15.909979,0.017009,-0.338838,28.000000,0.000038
Secondary ,Cathode,phot,22.000000,15.909979,0.017009,-0.338838,50.000000,0.000013
Secondary ,Cathode,phot,22.000000,15.909915,0.017006,-0.338835,28.000000,0.000038
