Volume, Process, Particle, Process, Radius, theta, phi, SecondaryParent, EnergyDeposit
 \\\\\\\\\\  Run 0 start. ////////////////////
================= EVENT 1 =================
Primary ,Cathode,neutronInelastic,2112.000000,15.815481,-0.854503,2.338174,0.000000,0.000000
Secondary ,Cathode,ionIoni,1000250540.000000,15.815476,-0.854503,2.338175,1.000000,0.531950
Secondary ,Cathode,RadioactiveDecayBase,1000240549.000000,15.815476,-0.854503,2.338175,3.000000,0.000003
Secondary ,Cathode,ionIoni,1000240540.000000,15.815476,-0.854503,2.338175,14.000000,0.000007
Secondary ,Cathode,phot,22.000000,15.815564,-0.854492,2.338189,13.000000,0.000038
Secondary ,Cathode,phot,22.000000,15.815567,-0.854492,2.338189,24.000000,0.000015
Secondary ,Cathode,phot,22.000000,15.815563,-0.854492,2.338188,24.000000,0.000006
Secondary ,Cathode,phot,22.000000,15.815578,-0.854492,2.338190,29.000000,0.000013
Secondary ,Cathode,phot,22.000000,15.815578,-0.854492,2.338190,31.000000,0.000026
Secondary ,Cathode,phot,22.000000,15.815571,-0.854493,2.338188,23.000000,0.000026
Secondary ,Cathode,phot,22.000000,15.815570,-0.854493,2.338188,36.000000,0.000025
Secondary ,Cathode,phot,22.000000,15.815520,-0.854493,2.338186,13.000000,0.000030
Secondary ,Cathode,phot,22.000000,15.815367,-0.854481,2.338167,13.000000,0.000051
Secondary ,Cathode,phot,22.000000,15.815368,-0.854481,2.338167,45.000000,0.000006
Secondary ,Cathode,phot,22.000000,15.815371,-0.854481,2.338167,45.000000,0.000015
Secondary ,Cathode,phot,22.000000,15.815373,-0.854481,2.338167,50.000000,0.000013
Secondary ,Cathode,phot,22.000000,15.815461,-0.854479,2.338166,43.000000,0.000013
Secondary ,Cathode,phot,22.000000,15.815446,-0.854480,2.338164,59.000000,0.000033
Secondary ,Cathode,phot,22.000000,15.815457,-0.854479,2.338166,43.000000,0.000013
Secondary ,Cathode,phot,22.000000,15.815461,-0.854479,2.338166,43.000000,0.000015
Secondary ,Cathode,phot,22.000000,15.815463,-0.854479,2.338166,43.000000,0.000026
Secondary ,Cathode,phot,22.000000,15.815463,-0.854479,2.338166,66.000000,0.000013
