Volume, Process, Particle, Process, Radius, theta, phi, SecondaryParent, EnergyDeposit
 \\\\\\\\\\  Run 0 start. ////////////////////
================= EVENT 1 =================
Primary ,Cathode,neutronInelastic,2112.000000,15.561625,0.631267,2.318844,0.000000,0.000000
Secondary ,Cathode,ionIoni,1000260560.000000,15.561625,0.631267,2.318844,1.000000,0.143504
Secondary ,Cathode,compt,22.000000,15.816394,0.626027,2.283303,1.000000,0.000033
Secondary ,Cathode,compt,22.000000,15.752876,0.633533,2.289376,1.000000,0.000056
Secondary ,Cathode,compt,22.000000,15.322095,0.452814,-1.344197,1.000000,0.000029
Secondary ,Cathode,phot,22.000000,15.511040,0.446335,-1.310537,1.000000,0.000090
Secondary ,Cathode,phot,22.000000,15.511040,0.446335,-1.310537,20.000000,0.000038
Secondary ,Cathode,phot,22.000000,15.511039,0.446335,-1.310537,20.000000,0.000006
Secondary ,Cathode,phot,22.000000,15.511041,0.446334,-1.310537,20.000000,0.000015
Secondary ,Cathode,phot,22.000000,15.511041,0.446334,-1.310537,19.000000,0.000013
Secondary ,Cathode,phot,22.000000,15.511038,0.446334,-1.310537,19.000000,0.000038
Secondary ,Cathode,phot,22.000000,15.511145,0.446323,-1.310535,17.000000,0.000071
Secondary ,Cathode,phot,22.000000,15.511147,0.446323,-1.310535,42.000000,0.000030
Secondary ,Cathode,phot,22.000000,15.511147,0.446323,-1.310535,48.000000,0.000013
Secondary ,Cathode,phot,22.000000,15.511138,0.446323,-1.310535,42.000000,0.000013
Secondary ,Cathode,phot,22.000000,15.511146,0.446323,-1.310536,40.000000,0.000026
Secondary ,Cathode,phot,22.000000,15.511142,0.446323,-1.310535,40.000000,0.000013
Secondary ,Cathode,phot,22.000000,15.511144,0.446323,-1.310535,60.000000,0.000013
Secondary ,Cathode,phot,22.000000,15.511149,0.446323,-1.310536,40.000000,0.000025
Secondary ,Cathode,phot,22.000000,15.511154,0.446323,-1.310536,40.000000,0.000015
Secondary ,Cathode,phot,22.000000,15.511137,0.446323,-1.310536,40.000000,0.000013
Secondary ,Cathode,phot,22.000000,15.511137,0.446323,-1.310536,66.000000,0.000013
