Volume, Process, Particle, Process, Radius, theta, phi, SecondaryParent, EnergyDeposit
 \\\\\\\\\\  Run 0 start. ////////////////////
================= EVENT 1 =================
================= EVENT 2 =================
Primary ,Cathode,hadElastic,2112.000000,15.563597,0.383117,0.712670,0.000000,0.000000
Primary ,Cathode,neutronInelastic,2112.000000,15.840704,0.410175,0.687685,0.000000,0.000000
Secondary ,Cathode,compt,22.000000,15.566388,0.389238,0.730259,1.000000,0.000009
Secondary ,Cathode,phot,22.000000,15.552678,0.389437,0.727824,7.000000,0.000025
Secondary ,Cathode,phot,22.000000,15.552677,0.389437,0.727824,35.000000,0.000038
Secondary ,Cathode,phot,22.000000,15.552678,0.389437,0.727825,7.000000,0.000006
Secondary ,Cathode,phot,22.000000,15.552678,0.389437,0.727825,7.000000,0.000013
Secondary ,Cathode,phot,22.000000,15.552678,0.389437,0.727825,7.000000,0.000013
Secondary ,Cathode,phot,22.000000,15.552679,0.389437,0.727825,43.000000,0.000013
Secondary ,Cathode,phot,22.000000,15.552790,0.389437,0.727827,7.000000,0.000074
Secondary ,Cathode,phot,22.000000,15.552791,0.389437,0.727827,50.000000,0.000013
Secondary ,Cathode,phot,22.000000,15.552790,0.389437,0.727827,50.000000,0.000013
Secondary ,Cathode,phot,22.000000,15.552792,0.389437,0.727827,56.000000,0.000013
Secondary ,Cathode,phot,22.000000,15.552787,0.389437,0.727827,50.000000,0.000015
Secondary ,Cathode,phot,22.000000,15.552795,0.389439,0.727828,49.000000,0.000026
Secondary ,Cathode,phot,22.000000,15.552796,0.389439,0.727828,62.000000,0.000013
Secondary ,Cathode,phot,22.000000,15.552794,0.389435,0.727829,49.000000,0.000030
Secondary ,Cathode,phot,22.000000,15.552799,0.389436,0.727828,66.000000,0.000013
Secondary ,Cathode,phot,22.000000,15.552938,0.389417,0.727853,48.000000,0.000006
Secondary ,Cathode,phot,22.000000,15.552938,0.389417,0.727853,48.000000,0.000039
Secondary ,Cathode,phot,22.000000,15.552938,0.389417,0.727853,48.000000,0.000013
Secondary ,Cathode,phot,22.000000,15.552938,0.389417,0.727853,80.000000,0.000013
