Volume, Process, Particle, Process, Radius, theta, phi, SecondaryParent, EnergyDeposit
 \\\\\\\\\\  Run 0 start. ////////////////////
================= EVENT 1 =================
Primary ,Cathode,hadElastic,2112.000000,15.025028,0.968808,-1.020756,0.000000,0.000000
Primary ,Cathode,hadElastic,2112.000000,15.059365,-0.119627,1.662227,0.000000,0.000000
Secondary ,Cathode,ionIoni,1000260560.000000,15.059364,-0.119627,1.662227,1.000000,0.090662
Secondary ,Cathode,ionIoni,1000240520.000000,15.025028,0.968808,-1.020756,1.000000,0.045599
================= EVENT 2 =================
================= EVENT 3 =================
================= EVENT 4 =================
================= EVENT 5 =================
Primary ,Cathode,hadElastic,2112.000000,15.990052,0.043352,-1.795680,0.000000,0.000000
Primary ,Cathode,hadElastic,2112.000000,15.845985,-0.178283,-1.899067,0.000000,0.000000
Primary ,Cathode,hadElastic,2112.000000,15.581231,-0.194289,-2.015526,0.000000,0.000000
Primary ,Cathode,hadElastic,2112.000000,15.398299,-0.171406,-2.067102,0.000000,0.000000
Primary ,Cathode,hadElastic,2112.000000,15.433163,-0.164579,-2.071217,0.000000,0.000000
Secondary ,Cathode,ionIoni,1000260560.000000,15.433163,-0.164579,-2.071217,1.000000,0.016415
Secondary ,Cathode,ionIoni,1000240520.000000,15.398299,-0.171406,-2.067102,1.000000,0.049804
Secondary ,Cathode,ionIoni,1000260540.000000,15.581231,-0.194289,-2.015526,1.000000,0.028254
Secondary ,Cathode,ionIoni,1000260560.000000,15.845985,-0.178283,-1.899067,1.000000,0.083148
Secondary ,Cathode,ionIoni,1000240520.000000,15.990052,0.043352,-1.795680,1.000000,0.005281
================= EVENT 6 =================
================= EVENT 7 =================
================= EVENT 8 =================
Primary ,Cathode,hadElastic,2112.000000,15.738374,0.490445,0.525745,0.000000,0.000000
Primary ,Cathode,neutronInelastic,2112.000000,15.222556,0.195059,0.427134,0.000000,0.000000
Secondary ,Cathode,compt,22.000000,15.496774,0.195498,0.406626,1.000000,0.000044
Secondary ,Cathode,compt,22.000000,15.573053,0.194290,0.400928,1.000000,0.000026
Secondary ,Cathode,phot,22.000000,15.565511,0.193132,0.401626,12.000000,0.000026
