Volume, Process, Particle, Process, Radius, theta, phi, SecondaryParent, EnergyDeposit
 \\\\\\\\\\  Run 0 start. ////////////////////
================= EVENT 1 =================
Primary ,Cathode,neutronInelastic,2112.000000,15.411089,-0.034025,-1.586875,0.000000,0.000000
Secondary ,Cathode,phot,22.000000,15.411106,-0.034024,-1.586877,1.000000,0.000013
Secondary ,Cathode,phot,22.000000,15.411106,-0.034024,-1.586877,7.000000,0.000026
Secondary ,Cathode,phot,22.000000,15.411117,-0.034023,-1.586882,7.000000,0.000025
Secondary ,Cathode,phot,22.000000,15.411117,-0.034023,-1.586882,14.000000,0.000013
Secondary ,Cathode,phot,22.000000,15.411116,-0.034023,-1.586882,14.000000,0.000015
Secondary ,Cathode,phot,22.000000,15.411107,-0.034024,-1.586877,7.000000,0.000013
Secondary ,Cathode,compt,22.000000,15.384527,0.026759,-1.535707,1.000000,0.000009
Secondary ,Cathode,phot,22.000000,15.398837,0.027227,-1.536085,21.000000,0.000013
Secondary ,Cathode,phot,22.000000,15.398873,0.027227,-1.536085,21.000000,0.000013
Secondary ,Cathode,phot,22.000000,15.398853,0.027226,-1.536084,60.000000,0.000025
Secondary ,Cathode,phot,22.000000,15.398852,0.027227,-1.536084,62.000000,0.000013
Secondary ,Cathode,phot,22.000000,15.398851,0.027227,-1.536084,65.000000,0.000026
Secondary ,Cathode,phot,22.000000,15.398838,0.027228,-1.536085,21.000000,0.000025
Secondary ,Cathode,phot,22.000000,15.398838,0.027228,-1.536085,69.000000,0.000026
Secondary ,Cathode,phot,22.000000,15.398839,0.027228,-1.536085,69.000000,0.000026
Secondary ,Cathode,phot,22.000000,15.398841,0.027227,-1.536085,21.000000,0.000026
Secondary ,Cathode,phot,22.000000,15.398761,0.027220,-1.536089,21.000000,0.000013
Secondary ,Cathode,phot,22.000000,15.398685,0.027206,-1.536097,21.000000,0.000074
Secondary ,Cathode,phot,22.000000,15.398685,0.027206,-1.536097,81.000000,0.000026
Secondary ,Cathode,phot,22.000000,15.398685,0.027206,-1.536097,86.000000,0.000026
Secondary ,Cathode,phot,22.000000,15.398632,0.027212,-1.536097,80.000000,0.000038
