Volume, Process, Particle, Process, Radius, theta, phi, SecondaryParent, EnergyDeposit
 \\\\\\\\\\  Run 0 start. ////////////////////
================= EVENT 1 =================
Primary ,Cathode,hadElastic,2112.000000,15.349364,-0.465686,-0.055197,0.000000,0.000000
Primary ,Cathode,neutronInelastic,2112.000000,15.187985,-0.455050,-0.057246,0.000000,0.000000
Secondary ,Cathode,compt,22.000000,15.804929,-0.452507,-0.015251,1.000000,0.000000
Secondary ,Cathode,compt,22.000000,15.729986,-0.446670,-0.000113,1.000000,0.000009
Secondary ,Cathode,compt,22.000000,15.702529,-0.445992,0.002812,1.000000,0.000009
Secondary ,Cathode,phot,22.000000,15.680619,-0.445615,-0.000659,9.000000,0.000026
Secondary ,Cathode,phot,22.000000,15.680619,-0.445615,-0.000659,29.000000,0.000013
Secondary ,Cathode,phot,22.000000,15.680620,-0.445615,-0.000659,32.000000,0.000000
Secondary ,Cathode,phot,22.000000,15.680558,-0.445613,-0.000659,9.000000,0.000051
Secondary ,Cathode,phot,22.000000,15.680555,-0.445613,-0.000659,36.000000,0.000020
Secondary ,Cathode,phot,22.000000,15.680557,-0.445613,-0.000659,36.000000,0.000013
Secondary ,Cathode,phot,22.000000,15.680559,-0.445613,-0.000659,35.000000,0.000013
Secondary ,Cathode,phot,22.000000,15.680863,-0.445622,-0.000667,9.000000,0.000026
Secondary ,Cathode,phot,22.000000,15.680867,-0.445621,-0.000667,47.000000,0.000015
Secondary ,Cathode,phot,22.000000,15.680870,-0.445623,-0.000667,47.000000,0.000026
Secondary ,Cathode,phot,22.000000,15.680808,-0.445632,-0.000658,46.000000,0.000033
Secondary ,Cathode,phot,22.000000,15.680806,-0.445632,-0.000658,56.000000,0.000015
Secondary ,Cathode,phot,22.000000,15.680807,-0.445632,-0.000658,56.000000,0.000000
Secondary ,Cathode,phot,22.000000,15.680801,-0.445632,-0.000658,46.000000,0.000013
Secondary ,Cathode,phot,22.000000,15.680800,-0.445632,-0.000658,46.000000,0.000051
Secondary ,Cathode,phot,22.000000,15.680802,-0.445632,-0.000658,65.000000,0.000015
Secondary ,Cathode,phot,22.000000,15.680800,-0.445632,-0.000658,65.000000,0.000013
