Volume, Process, Particle, Process, Radius, theta, phi, SecondaryParent, EnergyDeposit
 \\\\\\\\\\  Run 0 start. ////////////////////
================= EVENT 1 =================
================= EVENT 2 =================
================= EVENT 3 =================
================= EVENT 4 =================
Primary ,Cathode,hadElastic,2112.000000,15.981460,0.169979,2.402538,0.000000,0.000000
Secondary ,Cathode,ionIoni,1000260560.000000,15.981460,0.169979,2.402538,1.000000,0.022852
================= EVENT 5 =================
================= EVENT 6 =================
================= EVENT 7 =================
================= EVENT 8 =================
================= EVENT 9 =================
================= EVENT 10 =================
Primary ,Cathode,hadElastic,2112.000000,15.746353,-0.051495,1.763020,0.000000,0.000000
Primary ,Cathode,neutronInelastic,2112.000000,15.861418,-0.030904,1.809448,0.000000,0.000000
Secondary ,Cathode,phot,22.000000,15.903043,-0.032366,1.820833,7.000000,0.000013
Secondary ,Cathode,phot,22.000000,15.902982,-0.032348,1.820846,7.000000,0.000032
Secondary ,Cathode,phot,22.000000,15.902982,-0.032349,1.820846,62.000000,0.000013
Secondary ,Cathode,phot,22.000000,15.902977,-0.032348,1.820846,66.000000,0.000026
Secondary ,Cathode,phot,22.000000,15.903413,-0.032353,1.820833,61.000000,0.000013
Secondary ,Cathode,phot,22.000000,15.903390,-0.032354,1.820832,61.000000,0.000013
Secondary ,Cathode,phot,22.000000,15.903390,-0.032355,1.820832,76.000000,0.000013
Secondary ,Cathode,phot,22.000000,15.903292,-0.032360,1.820848,61.000000,0.000025
Secondary ,Cathode,phot,22.000000,15.903294,-0.032361,1.820848,81.000000,0.000015
Secondary ,Cathode,phot,22.000000,15.903291,-0.032360,1.820848,81.000000,0.000013
Secondary ,Cathode,phot,22.000000,15.903363,-0.032358,1.820838,80.000000,0.000015
Secondary ,Cathode,phot,22.000000,15.903364,-0.032358,1.820838,80.000000,0.000026
Secondary ,Cathode,phot,22.000000,15.903364,-0.032358,1.820838,80.000000,0.000013
Secondary ,Cathode,phot,22.000000,15.903387,-0.032355,1.820840,80.000000,0.000026
Secondary ,Cathode,phot,22.000000,15.903387,-0.032355,1.820840,99.000000,0.000013
Secondary ,Cathode,phot,22.000000,15.903382,-0.032360,1.820849,80.000000,0.000026
