Volume, Process, Particle, Process, Radius, theta, phi, SecondaryParent, EnergyDeposit
 \\\\\\\\\\  Run 0 start. ////////////////////
================= EVENT 1 =================
================= EVENT 2 =================
Primary ,Cathode,hadElastic,2112.000000,15.970426,-0.597806,1.049249,0.000000,0.000000
Secondary ,Cathode,ionIoni,1000240520.000000,15.970426,-0.597806,1.049249,1.000000,0.024198
================= EVENT 3 =================
================= EVENT 4 =================
================= EVENT 5 =================
Primary ,Cathode,hadElastic,2112.000000,15.596198,-0.247313,-2.881643,0.000000,0.000000
Primary ,Cathode,hadElastic,2112.000000,15.653136,-0.318082,-2.895400,0.000000,0.000000
Secondary ,Cathode,ionIoni,1000260560.000000,15.653136,-0.318082,-2.895400,1.000000,0.030453
Secondary ,Cathode,ionIoni,1000260560.000000,15.596198,-0.247313,-2.881643,1.000000,0.036884
================= EVENT 6 =================
================= EVENT 7 =================
Primary ,Gas,neutronInelastic,2112.000000,13.031405,-0.021816,-0.838049,0.000000,0.000000
Secondary ,Gas,phot,22.000000,10.510645,0.251359,-0.696990,1.000000,0.000035
Secondary ,Gas,ionIoni,1000070140.000000,13.031405,-0.021816,-0.838049,1.000000,0.000034
Secondary ,Gas,ionIoni,1000070140.000000,13.031404,-0.021817,-0.838047,1.000000,0.000025
Secondary ,Gas,ionIoni,1000070140.000000,13.031404,-0.021818,-0.838046,1.000000,0.000002
Secondary ,Gas,ionIoni,1000070140.000000,13.031402,-0.021821,-0.838042,1.000000,0.000458
Secondary ,Gas,ionIoni,1000070140.000000,13.031400,-0.021824,-0.838039,1.000000,0.000118
Secondary ,Gas,ionIoni,1000070140.000000,13.031400,-0.021824,-0.838039,1.000000,0.000000
Secondary ,Gas,ionIoni,1000070140.000000,13.031398,-0.021827,-0.838034,1.000000,0.000448
Secondary ,Gas,ionIoni,1000070140.000000,13.031397,-0.021829,-0.838032,1.000000,0.000066
Secondary ,Gas,ionIoni,1000070140.000000,13.031397,-0.021829,-0.838032,1.000000,0.000000
Secondary ,Gas,ionIoni,1000070140.000000,13.031397,-0.021830,-0.838030,1.000000,0.000081
Secondary ,Gas,ionIoni,1000070140.000000,13.031396,-0.021831,-0.838029,1.000000,0.000083
