Volume, Process, Particle, Process, Radius, theta, phi, SecondaryParent, EnergyDeposit
 \\\\\\\\\\  Run 0 start. ////////////////////
================= EVENT 1 =================
================= EVENT 2 =================
Primary ,Cathode,hadElastic,2112.000000,15.847855,0.041704,-0.554527,0.000000,0.000000
Secondary ,Cathode,ionIoni,1000260560.000000,15.847855,0.041704,-0.554528,1.000000,0.045641
================= EVENT 3 =================
================= EVENT 4 =================
Primary ,Gas,neutronInelastic,2112.000000,10.760493,-0.120022,-2.272968,0.000000,0.000000
Secondary ,Gas,ionIoni,1000060140.000000,10.760520,-0.120015,-2.272965,1.000000,0.000333
Secondary ,Gas,ionIoni,1000060140.000000,10.760521,-0.120015,-2.272965,1.000000,0.000000
Secondary ,Gas,ionIoni,1000060140.000000,10.760551,-0.120006,-2.272963,1.000000,0.000242
Secondary ,Gas,ionIoni,1000060140.000000,10.760585,-0.119997,-2.272960,1.000000,0.000153
Secondary ,Gas,ionIoni,1000060140.000000,10.760591,-0.119995,-2.272959,1.000000,0.000001
Secondary ,Gas,ionIoni,1000060140.000000,10.760599,-0.119993,-2.272958,1.000000,0.000311
Secondary ,Gas,ionIoni,1000060140.000000,10.760616,-0.119989,-2.272957,1.000000,0.000305
Secondary ,Gas,ionIoni,1000060140.000000,10.760630,-0.119985,-2.272956,1.000000,0.000304
Secondary ,Gas,ionIoni,1000060140.000000,10.760643,-0.119981,-2.272955,1.000000,0.000022
Secondary ,Gas,ionIoni,1000060140.000000,10.760643,-0.119981,-2.272955,1.000000,0.000000
Secondary ,Gas,ionIoni,1000060140.000000,10.760654,-0.119978,-2.272954,1.000000,0.000040
Secondary ,Gas,ionIoni,1000060140.000000,10.760655,-0.119978,-2.272954,1.000000,0.000001
Secondary ,Gas,ionIoni,1000060140.000000,10.760662,-0.119976,-2.272953,1.000000,0.000100
Secondary ,Gas,ionIoni,1000060140.000000,10.760688,-0.119969,-2.272951,1.000000,0.000391
Secondary ,Gas,ionIoni,1000060140.000000,10.760689,-0.119969,-2.272951,1.000000,0.000011
Secondary ,Gas,ionIoni,1000060140.000000,10.760704,-0.119964,-2.272949,1.000000,0.000449
