Volume, Process, Particle, Process, Radius, theta, phi, SecondaryParent, EnergyDeposit
 \\\\\\\\\\  Run 0 start. ////////////////////
================= EVENT 1 =================
================= EVENT 2 =================
================= EVENT 3 =================
================= EVENT 4 =================
================= EVENT 5 =================
================= EVENT 6 =================
Primary ,Cathode,hadElastic,2112.000000,15.954987,0.401827,-0.340024,0.000000,0.000000
Primary ,Cathode,neutronInelastic,2112.000000,15.114699,0.376961,-0.529763,0.000000,0.000000
Secondary ,Cathode,phot,22.000000,15.123077,0.374810,-0.538107,5.000000,0.000026
Secondary ,Cathode,phot,22.000000,15.123070,0.374811,-0.538107,5.000000,0.000026
Secondary ,Cathode,phot,22.000000,15.123071,0.374811,-0.538107,63.000000,0.000013
Secondary ,Cathode,phot,22.000000,15.123070,0.374811,-0.538107,63.000000,0.000038
Secondary ,Cathode,phot,22.000000,15.117278,0.374445,-0.538710,5.000000,0.000084
Secondary ,Cathode,phot,22.000000,15.117274,0.374445,-0.538709,75.000000,0.000038
Secondary ,Cathode,phot,22.000000,15.117273,0.374445,-0.538709,80.000000,0.000013
Secondary ,Cathode,phot,22.000000,15.117274,0.374445,-0.538709,80.000000,0.000013
Secondary ,Cathode,phot,22.000000,15.117276,0.374445,-0.538710,75.000000,0.000013
Secondary ,Cathode,phot,22.000000,15.117279,0.374446,-0.538710,74.000000,0.000006
Secondary ,Cathode,phot,22.000000,15.117279,0.374445,-0.538710,74.000000,0.000015
Secondary ,Cathode,phot,22.000000,15.117279,0.374445,-0.538710,74.000000,0.000006
Secondary ,Cathode,phot,22.000000,15.117279,0.374445,-0.538710,74.000000,0.000038
Secondary ,Cathode,phot,22.000000,15.117112,0.374453,-0.538715,72.000000,0.000030
Secondary ,Cathode,phot,22.000000,15.117112,0.374453,-0.538715,72.000000,0.000026
Secondary ,Cathode,phot,22.000000,15.117113,0.374453,-0.538715,105.000000,0.000013
Secondary ,Cathode,phot,22.000000,15.117110,0.374454,-0.538716,72.000000,0.000039
Secondary ,Cathode,phot,22.000000,15.117146,0.374447,-0.538720,109.000000,0.000013
Secondary ,Cathode,phot,22.000000,15.117145,0.374448,-0.538719,109.000000,0.000025
