Volume, Process, Particle, Process, Radius, theta, phi, SecondaryParent, EnergyDeposit
 \\\\\\\\\\  Run 0 start. ////////////////////
================= EVENT 1 =================
================= EVENT 2 =================
================= EVENT 3 =================
================= EVENT 4 =================
================= EVENT 5 =================
================= EVENT 6 =================
================= EVENT 7 =================
Primary ,Cathode,neutronInelastic,2112.000000,15.714124,-0.794705,1.695161,0.000000,0.000000
Secondary ,Cathode,hadElastic,2112.000000,15.745581,-0.207930,-1.034142,1.000000,0.000000
Secondary ,Cathode,neutronInelastic,2112.000000,15.549668,-0.207517,-1.046632,1.000000,0.000000
Secondary ,Cathode,compt,22.000000,15.714413,-0.219860,-1.050302,4.000000,0.000000
Secondary ,Cathode,compt,22.000000,15.875318,-0.208409,-1.053577,4.000000,0.000059
Secondary ,Cathode,phot,22.000000,15.881541,-0.208236,-1.053551,14.000000,0.000013
Secondary ,Cathode,phot,22.000000,15.881573,-0.208237,-1.053549,14.000000,0.000013
Secondary ,Cathode,phot,22.000000,15.881564,-0.208236,-1.053550,24.000000,0.000013
Secondary ,Cathode,phot,22.000000,15.881562,-0.208236,-1.053549,27.000000,0.000013
Secondary ,Cathode,phot,22.000000,15.881553,-0.208236,-1.053549,29.000000,0.000013
Secondary ,Cathode,phot,22.000000,15.881474,-0.208240,-1.053540,14.000000,0.000013
Secondary ,Cathode,phot,22.000000,15.881504,-0.208241,-1.053540,33.000000,0.000013
Secondary ,Cathode,phot,22.000000,15.881483,-0.208237,-1.053540,14.000000,0.000025
Secondary ,Cathode,phot,22.000000,15.881486,-0.208236,-1.053540,36.000000,0.000020
Secondary ,Cathode,phot,22.000000,15.881486,-0.208236,-1.053540,39.000000,0.000013
Secondary ,Cathode,phot,22.000000,15.881485,-0.208236,-1.053540,39.000000,0.000025
Secondary ,Cathode,phot,22.000000,15.881456,-0.208238,-1.053536,14.000000,0.000026
Secondary ,Cathode,phot,22.000000,15.881473,-0.208237,-1.053537,46.000000,0.000006
Secondary ,Cathode,phot,22.000000,15.881487,-0.208238,-1.053537,46.000000,0.000026
Secondary ,Cathode,phot,22.000000,15.881488,-0.208238,-1.053537,51.000000,0.000025
