Volume, Process, Particle, Process, Radius, theta, phi, SecondaryParent, EnergyDeposit
 \\\\\\\\\\  Run 0 start. ////////////////////
================= EVENT 1 =================
================= EVENT 2 =================
Primary ,Cathode,hadElastic,2112.000000,15.657131,0.232146,-2.915074,0.000000,0.000000
Primary ,Cathode,neutronInelastic,2112.000000,15.076172,0.219359,-2.940786,0.000000,0.000000
Secondary ,Cathode,ionIoni,1000260570.000000,15.076171,0.219359,-2.940786,1.000000,0.114633
Secondary ,Cathode,compt,22.000000,15.752973,-0.363644,-0.053459,1.000000,0.000009
Secondary ,Cathode,compt,22.000000,15.758406,-0.363362,-0.053456,1.000000,0.000039
Secondary ,Cathode,phot,22.000000,15.787510,-0.367383,-0.049269,11.000000,0.000013
Secondary ,Cathode,phot,22.000000,15.787515,-0.367383,-0.049269,11.000000,0.000013
Secondary ,Cathode,phot,22.000000,15.787508,-0.367383,-0.049269,11.000000,0.000026
Secondary ,Cathode,phot,22.000000,15.787456,-0.367383,-0.049269,11.000000,0.000030
Secondary ,Cathode,phot,22.000000,15.787457,-0.367383,-0.049269,50.000000,0.000025
Secondary ,Cathode,phot,22.000000,15.787510,-0.367383,-0.049269,11.000000,0.000013
Secondary ,Cathode,phot,22.000000,15.787523,-0.367382,-0.049272,11.000000,0.000013
Secondary ,Cathode,phot,22.000000,15.787472,-0.367376,-0.049263,11.000000,0.000026
Secondary ,Cathode,phot,22.000000,15.787472,-0.367376,-0.049263,58.000000,0.000013
Secondary ,Cathode,phot,22.000000,15.787470,-0.367376,-0.049263,62.000000,0.000026
Secondary ,Cathode,phot,22.000000,15.787473,-0.367376,-0.049262,58.000000,0.000013
Secondary ,Cathode,phot,22.000000,15.787456,-0.367373,-0.049269,11.000000,0.000013
Secondary ,Cathode,phot,22.000000,15.787458,-0.367373,-0.049269,67.000000,0.000026
Secondary ,Cathode,phot,22.000000,15.787433,-0.367377,-0.049269,11.000000,0.000015
Secondary ,Cathode,phot,22.000000,15.787236,-0.367360,-0.049277,11.000000,0.000054
Secondary ,Cathode,phot,22.000000,15.787235,-0.367360,-0.049277,73.000000,0.000026
