Volume, Process, Particle, Process, Radius, theta, phi, SecondaryParent, EnergyDeposit
 \\\\\\\\\\  Run 0 start. ////////////////////
================= EVENT 1 =================
================= EVENT 2 =================
Primary ,Cathode,hadElastic,2112.000000,15.264959,-0.436779,-2.778453,0.000000,0.000000
Primary ,Cathode,neutronInelastic,2112.000000,15.012021,-0.042011,-2.634212,0.000000,0.000000
Secondary ,Cathode,compt,22.000000,15.077385,-0.862664,-1.278711,1.000000,0.000056
Secondary ,Cathode,compt,22.000000,15.403130,0.943946,-2.857650,1.000000,0.000056
Secondary ,Cathode,compt,22.000000,15.694456,0.947620,-2.823473,1.000000,0.000039
Secondary ,Cathode,phot,22.000000,15.694527,0.947618,-2.823636,10.000000,0.000013
Secondary ,Cathode,phot,22.000000,15.694976,0.947617,-2.823591,10.000000,0.000045
Secondary ,Cathode,phot,22.000000,15.694977,0.947617,-2.823590,18.000000,0.000013
Secondary ,Cathode,phot,22.000000,15.694982,0.947617,-2.823597,18.000000,0.000013
Secondary ,Cathode,phot,22.000000,15.694984,0.947617,-2.823597,22.000000,0.000006
Secondary ,Cathode,phot,22.000000,15.694961,0.947616,-2.823601,22.000000,0.000025
Secondary ,Cathode,phot,22.000000,15.694959,0.947616,-2.823601,26.000000,0.000015
Secondary ,Cathode,phot,22.000000,15.694760,0.947610,-2.823610,16.000000,0.000015
Secondary ,Cathode,phot,22.000000,15.694759,0.947610,-2.823610,16.000000,0.000051
Secondary ,Cathode,phot,22.000000,15.694754,0.947610,-2.823610,40.000000,0.000015
Secondary ,Cathode,phot,22.000000,15.694755,0.947610,-2.823609,45.000000,0.000013
Secondary ,Cathode,phot,22.000000,15.694755,0.947610,-2.823610,40.000000,0.000026
Secondary ,Cathode,phot,22.000000,15.694760,0.947610,-2.823610,39.000000,0.000038
Secondary ,Cathode,phot,22.000000,15.694760,0.947611,-2.823610,16.000000,0.000013
Secondary ,Cathode,phot,22.000000,15.694749,0.947610,-2.823604,16.000000,0.000059
Secondary ,Cathode,phot,22.000000,15.694749,0.947610,-2.823604,56.000000,0.000013
Secondary ,Cathode,phot,22.000000,15.694724,0.947609,-2.823604,56.000000,0.000026
