Volume, Process, Particle, Process, Radius, theta, phi, SecondaryParent, EnergyDeposit
 \\\\\\\\\\  Run 0 start. ////////////////////
================= EVENT 1 =================
================= EVENT 2 =================
Primary ,Cathode,hadElastic,2112.000000,15.621053,0.441657,-2.567216,0.000000,0.000000
Primary ,Cathode,hadElastic,2112.000000,15.597768,0.448983,-2.602525,0.000000,0.000000
Secondary ,Cathode,ionIoni,1000260560.000000,15.597768,0.448983,-2.602525,1.000000,0.025331
Secondary ,Cathode,ionIoni,1000260560.000000,15.621052,0.441657,-2.567216,1.000000,0.068145
================= EVENT 3 =================
================= EVENT 4 =================
================= EVENT 5 =================
================= EVENT 6 =================
Primary ,Cathode,hadElastic,2112.000000,15.985109,0.660743,2.700630,0.000000,0.000000
Secondary ,Cathode,ionIoni,1000260560.000000,15.985109,0.660743,2.700630,1.000000,0.013850
================= EVENT 7 =================
Primary ,Cathode,neutronInelastic,2112.000000,15.548005,0.961934,-1.129746,0.000000,0.000000
Secondary ,Cathode,compt,22.000000,15.875983,0.968923,2.878148,1.000000,0.000026
Secondary ,Cathode,compt,22.000000,15.649647,0.965772,2.839931,1.000000,0.000103
Secondary ,Cathode,compt,22.000000,15.602359,0.972722,2.828322,1.000000,0.000009
Secondary ,Cathode,phot,22.000000,15.172940,0.959503,2.991840,1.000000,0.000026
Secondary ,Cathode,phot,22.000000,15.174174,0.959483,2.991439,7.000000,0.000013
Secondary ,Cathode,phot,22.000000,15.174293,0.959488,2.991597,22.000000,0.000013
Secondary ,Cathode,phot,22.000000,15.174157,0.959491,2.991555,22.000000,0.000051
Secondary ,Cathode,phot,22.000000,15.174154,0.959491,2.991555,34.000000,0.000013
Secondary ,Cathode,phot,22.000000,15.174155,0.959491,2.991556,39.000000,0.000025
Secondary ,Cathode,phot,22.000000,15.174157,0.959491,2.991554,34.000000,0.000038
Secondary ,Cathode,phot,22.000000,15.174236,0.959489,2.991548,33.000000,0.000032
Secondary ,Cathode,phot,22.000000,15.174237,0.959489,2.991548,50.000000,0.000026
Secondary ,Cathode,phot,22.000000,15.174234,0.959489,2.991549,50.000000,0.000006
