Volume, Process, Particle, Process, Radius, theta, phi, SecondaryParent, EnergyDeposit
 \\\\\\\\\\  Run 0 start. ////////////////////
================= EVENT 1 =================
================= EVENT 2 =================
================= EVENT 3 =================
================= EVENT 4 =================
Primary ,Cathode,hadElastic,2112.000000,15.245387,-0.728461,1.898535,0.000000,0.000000
Primary ,Cathode,neutronInelastic,2112.000000,15.245394,-0.676919,2.286840,0.000000,0.000000
Secondary ,Cathode,compt,22.000000,15.771706,-0.035914,-1.296438,1.000000,0.000089
Secondary ,Cathode,compt,22.000000,15.818747,-0.034042,-1.294678,1.000000,0.000038
Secondary ,Cathode,compt,22.000000,15.698393,-0.019589,-1.294787,1.000000,0.000026
Secondary ,Cathode,compt,22.000000,15.826791,-0.009811,-1.298764,1.000000,0.000026
Secondary ,Cathode,phot,22.000000,15.829993,-0.009692,-1.298546,27.000000,0.000088
Secondary ,Cathode,phot,22.000000,15.829979,-0.009692,-1.298546,37.000000,0.000026
Secondary ,Cathode,phot,22.000000,15.829980,-0.009692,-1.298546,41.000000,0.000019
Secondary ,Cathode,phot,22.000000,15.830003,-0.009692,-1.298546,37.000000,0.000013
Secondary ,Cathode,phot,22.000000,15.829992,-0.009692,-1.298547,36.000000,0.000013
Secondary ,Cathode,phot,22.000000,15.829993,-0.009692,-1.298547,36.000000,0.000013
Secondary ,Cathode,phot,22.000000,15.829911,-0.009669,-1.298535,34.000000,0.000006
Secondary ,Cathode,phot,22.000000,15.829920,-0.009669,-1.298535,34.000000,0.000013
Secondary ,Cathode,phot,22.000000,15.829920,-0.009669,-1.298535,34.000000,0.000032
Secondary ,Cathode,phot,22.000000,15.829924,-0.009670,-1.298535,64.000000,0.000006
Secondary ,Cathode,phot,22.000000,15.829926,-0.009670,-1.298535,69.000000,0.000013
Secondary ,Cathode,phot,22.000000,15.829827,-0.009668,-1.298534,34.000000,0.000038
Secondary ,Cathode,phot,22.000000,15.829826,-0.009668,-1.298534,73.000000,0.000013
Secondary ,Cathode,phot,22.000000,15.829827,-0.009668,-1.298534,73.000000,0.000026
Secondary ,Cathode,phot,22.000000,15.829650,-0.009681,-1.298535,34.000000,0.000046
