Volume, Process, Particle, Process, Radius, theta, phi, SecondaryParent, EnergyDeposit
 \\\\\\\\\\  Run 0 start. ////////////////////
================= EVENT 1 =================
Primary ,Cathode,neutronInelastic,2112.000000,15.180679,0.912003,-1.834699,0.000000,0.000000
Secondary ,Cathode,ionIoni,1000260540.000000,15.180678,0.912003,-1.834699,1.000000,0.119731
Secondary ,Cathode,compt,22.000000,15.862744,0.406759,0.118828,1.000000,0.000038
Secondary ,Cathode,phot,22.000000,15.786578,0.419351,0.114482,9.000000,0.000026
Secondary ,Cathode,phot,22.000000,15.786577,0.419351,0.114482,9.000000,0.000006
Secondary ,Cathode,phot,22.000000,15.786577,0.419351,0.114482,75.000000,0.000013
Secondary ,Cathode,phot,22.000000,15.786562,0.419351,0.114481,9.000000,0.000067
Secondary ,Cathode,phot,22.000000,15.786562,0.419351,0.114481,80.000000,0.000039
Secondary ,Cathode,phot,22.000000,15.786560,0.419350,0.114481,80.000000,0.000033
Secondary ,Cathode,phot,22.000000,15.786562,0.419351,0.114481,80.000000,0.000026
Secondary ,Cathode,phot,22.000000,15.786570,0.419353,0.114479,78.000000,0.000026
Secondary ,Cathode,phot,22.000000,15.786573,0.419353,0.114479,78.000000,0.000026
Secondary ,Cathode,phot,22.000000,15.786566,0.419353,0.114479,78.000000,0.000030
Secondary ,Cathode,phot,22.000000,15.786565,0.419353,0.114479,102.000000,0.000013
Secondary ,Cathode,phot,22.000000,15.786585,0.419354,0.114480,78.000000,0.000038
Secondary ,Cathode,phot,22.000000,15.785532,0.419367,0.114578,9.000000,0.000046
Secondary ,Cathode,phot,22.000000,15.785535,0.419367,0.114578,111.000000,0.000020
Secondary ,Cathode,phot,22.000000,15.785531,0.419367,0.114578,111.000000,0.000025
Secondary ,Cathode,phot,22.000000,15.785336,0.419363,0.114567,69.000000,0.000051
Secondary ,Cathode,phot,22.000000,15.785330,0.419363,0.114567,121.000000,0.000006
Secondary ,Cathode,phot,22.000000,15.785296,0.419363,0.114568,125.000000,0.000026
Secondary ,Cathode,phot,22.000000,15.785298,0.419363,0.114568,127.000000,0.000013
Secondary ,Cathode,phot,22.000000,15.785304,0.419363,0.114568,130.000000,0.000013
