Volume, Process, Particle, Process, Radius, theta, phi, SecondaryParent, EnergyDeposit
 \\\\\\\\\\  Run 0 start. ////////////////////
================= EVENT 1 =================
Primary ,Cathode,hadElastic,2112.000000,15.100899,-0.849449,0.714287,0.000000,0.000000
Primary ,Gas,neutronInelastic,2112.000000,10.678513,-0.899320,0.135991,0.000000,0.000000
Secondary ,Gas,phot,22.000000,10.772396,-0.909047,0.170780,1.000000,0.000035
Secondary ,Cathode,conv,22.000000,15.232170,-0.982802,-0.058482,1.000000,0.000000
Secondary ,Cathode,eIoni,-11.000000,15.232417,-0.982804,-0.058465,5.000000,0.000795
Secondary ,Cathode,eIoni,-11.000000,15.232422,-0.982804,-0.058465,5.000000,0.000024
Secondary ,Cathode,eIoni,-11.000000,15.232501,-0.982804,-0.058459,5.000000,0.000193
Secondary ,Cathode,eIoni,-11.000000,15.232603,-0.982805,-0.058452,5.000000,0.000225
Secondary ,Cathode,eIoni,-11.000000,15.232645,-0.982805,-0.058448,5.000000,0.000000
Secondary ,Cathode,eIoni,-11.000000,15.232659,-0.982805,-0.058447,5.000000,0.000033
Secondary ,Cathode,eIoni,-11.000000,15.232698,-0.982805,-0.058445,5.000000,0.000048
Secondary ,Cathode,msc,-11.000000,15.232707,-0.982805,-0.058444,5.000000,0.000105
Secondary ,Cathode,msc,-11.000000,15.232718,-0.982805,-0.058443,5.000000,0.000157
Secondary ,Cathode,msc,-11.000000,15.232719,-0.982805,-0.058443,5.000000,0.000003
Secondary ,Cathode,eIoni,-11.000000,15.232725,-0.982805,-0.058443,5.000000,0.000030
Secondary ,Cathode,msc,-11.000000,15.232729,-0.982805,-0.058442,5.000000,0.000024
Secondary ,Cathode,eIoni,-11.000000,15.232732,-0.982805,-0.058442,5.000000,0.000027
Secondary ,Cathode,eIoni,-11.000000,15.233022,-0.982807,-0.058420,5.000000,0.001055
Secondary ,Cathode,eIoni,-11.000000,15.233042,-0.982807,-0.058418,5.000000,0.000064
Secondary ,Cathode,eIoni,-11.000000,15.233141,-0.982808,-0.058410,5.000000,0.000193
Secondary ,Cathode,eIoni,-11.000000,15.233229,-0.982808,-0.058401,5.000000,0.000501
